res
-104.5361098
45.0595044
-127.1170906
-62.1783204
-42.4187684
-27.6833710
1.7826098
-121.0210758
-79.9575007
-69.7922489
-19.7898607
-169.0096697
-59.5433612
-91.7148961
-40.1015881
-202.5369333
-51.6719074
-70.1215227
132.8135144
-54.3031178
-121.0974169
-96.8921074
-130.8130921
-75.0923751
-93.2422533
-112.6279987
-112.9755340
45.2131705
-67.2697371
26.6060507
-78.4917212
-54.7912171
-13.1767546
-2.9948509
-85.5736527
-107.6137936
-9.2034731
-133.3638994
-112.9228413
105.2441691
33.4362797
4.8569069
-103.9021791
-246.5461080
-166.8390023
-26.8587154
-69.2629455
65.7806028
-51.3258717
-12.4493936
-21.2952059
0.6493153
-143.7425832
-265.3013388
-323.8295886
-41.4020771
30.7133322
-68.2096314
5.6399379
-109.5280594
-93.7924029
21.6267118
-24.4803875
19.3074037
64.6596303
-30.2568160
-55.6138516
-129.7127148
153.1318057
-110.2613381
-149.8462424
-54.7156250
-22.7752742
113.3366942
111.6484337
-42.8476095
-142.1749651
-33.2276290
-172.1091516
-29.5383752
108.2237433
-32.7491793
95.4014896
-108.3620715
170.1849305
47.3660455
-56.7933964
-159.6499288
-61.3765402
-101.9913850
-81.5387124
-127.3919088
-83.1882889
76.8758904
-132.9766244
757.0548317
14.2736829
294.7866549
95.2427584
-75.9672175
-9.5828737
-31.4858749
-58.3406873
-66.1315623
122.7794027
-93.8477935
587.7636378
21.0961972
89.2970306
-133.3579139
124.4352488
156.0495849
-59.5355398
-56.2430617
156.1413938
-50.4350762
193.0054266
-124.9313723
-130.1349247
13.3892638
149.5786880
-22.3654169
248.5938906
-33.7138210
-40.5445136
-114.4522266
-47.1293050
81.9388395
96.2679449
-14.1711896
-55.2984493
-19.9854258
321.4270082
164.9331522
-16.7202612
143.7893635
-71.4296433
92.4657312
15.2690793
-34.9950889
-21.7459617
-163.0353840
-24.1932972
742.0106959
-68.5042518
-52.2139856
-105.7088028
-68.0842305
-17.0001979
-62.3146621
-139.8933815
-95.3929878
1.1720867
-33.7093653
119.2492461
-18.9202832
-80.3317836
1.0458225
-40.4043620
-75.0384557
-50.3730309
-59.0821597
16.0783811
-41.0279832
12.6239618
-19.7120831
55.7058050
8.4306907
61.8798101
-139.4231918
-18.5949523
324.1245466
-47.1303556
-46.1675493
-51.3412954
65.5600261
-57.9474843
-12.8327343
11.8714372
44.2361692
201.5614549
-89.6598254
59.5602756
164.1743256
64.3294516
141.9101914
-91.6664210
-42.7895222
-86.8565850
-3.1389572
2.6957983
18.1469208
-59.8265797
130.3309957
20.8975659
153.0587675
179.6874739
-11.5991303
76.2359795
51.2340832
35.9528231
-125.7839663
7.0784012
18.3499756
85.3243178
-154.6237339
-3.6792821
-61.9368614
15.3929012
60.3944683
-23.0148809
-66.6996465
6.6627037
-59.1833512
-19.9484202
2.5083002
-43.2762038
53.6336908
-80.5356802
95.8687974
64.1432700
153.4346059
-128.1770631
-106.6514816
195.2613164
-104.8991713
64.4754539
51.9201617
24.3497667
7.5378895
-61.9363312
471.1699543
197.8026915
62.4981724
232.9088462
252.7877262
204.1059287
241.6383013
65.7969427
157.0516084
242.8881017
229.4259398
-91.3316484
14.2031988
32.7514271
131.5840848
-44.0166757
-62.5769762
-110.2347745
-73.5461974
-27.1056319
3.8695601
313.9134761
142.0074366
52.1133870
-95.0505544
88.4501364
87.1685229
-22.0863693
-80.9787647
-135.6576160
205.0099904
38.2867703
260.1341514
23.5158368
-34.0497236
248.2293836
-62.4544383
-145.2448265
-7.1209826
-11.5584913
-28.1651259
-58.0404269
76.7117454
-100.4001871
247.3361325
-93.4506437
-25.2949747
-60.5835692
-118.7813924
-25.4991629
719.5241050
-4.1495572
54.1986060
-17.7446774
89.0336511
251.7786578
-28.9043415
-20.2488701
-2.8524676
24.5536815
-21.4915557
-27.5241913
-9.9056942
143.5322714
131.2907234
414.1656370
-118.3382500
-34.9883282
285.9251761
-8.2510256
-111.4187210
-28.9344251
-100.7011861
-7.6591365
-78.3470470
-84.1216350
10.7406508
-115.5164318
-125.8402466
-64.4734220
47.3360846
81.6372653
-199.1808187
104.4514400
175.4797115
-37.5508375
99.4655540
271.1831301
10.0557761
42.5901403
101.7776056
-104.7026678
64.2220778
-37.4228356
-80.0855715
43.3733554
137.0695928
-104.1060247
-218.7709391
134.8604041
-139.9194903
-140.9633778
-75.6714072
-122.7691319
-74.6843252
-103.5971611
53.6107432
-69.2759302
-88.2612864
-50.2979225
-23.7624404
-115.2119642
-154.5314944
-50.4173291
91.9714582
-138.0972933
-82.6812457
-177.7584934
-18.5674951
-2.4656970
5.4226026
-154.2780597
-97.0088784
-109.8565689
-54.8128163
-95.5210402
-119.3114880
234.2055024
53.6983942
-48.1124502
45.6658103
111.0519585
-67.4194601
-16.0495526
-32.9359100
34.9767148
50.3537122
-53.5933238
-73.1615212
-4.6840502
-30.7098618
-54.4350749
31.8659500
41.7730964
-74.8536302
-35.4038621
121.2907012
-16.6404052
65.0114754
33.9951249
15.7095879
111.3433188
-50.7567439
-28.5167934
42.1745103
-63.1179696
-32.3135299
-157.3839499
-212.8317938
74.6656210
-110.4348200
-183.6812885
-165.5043569
-104.5963550
-75.0923751
-93.2422533
