OID_,ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_Address,IN_Address2,IN_Address3,IN_Neighborhood,IN_City,IN_Subregion,IN_Region,IN_Postal,IN_PostalExt,IN_CountryCode,USER_placekey,USER_parent_placekey,USER_location_name,USER_street_address,USER_city,USER_region,USER_postal_code,USER_safegraph_brand_ids,USER_brands,USER_date_range_start,USER_date_range_end,USER_raw_visit_counts,USER_raw_visitor_counts,USER_visits_by_day,USER_poi_cbg,USER_visitor_home_cbgs,USER_visitor_home_aggregation,USER_visitor_daytime_cbgs,USER_visitor_country_of_origin,USER_distance_from_home,USER_median_dwell,USER_bucketed_dwell_times,USER_related_same_day_brand,USER_related_same_month_brand,USER_popularity_by_hour,USER_popularity_by_day,USER_device_type
1942,13464,World,M,100,A,"130 N 66th St, Lincoln, Nebraska, 68505","130 N 66th St, Lincoln, NE, 68505, USA",130 N 66th St,PointAddress,,,"130 N 66th St, Lincoln, Nebraska, 68505",,,20,,130,,,,,N,,66th,St,,,,,,,,,130 N 66th St,,,,,Lincoln,,Lancaster County,Nebraska,NE,,,68505,2402,USA,ENG,0,-96.63054252,40.814273,-96.62834302,40.814273,-96.62934302,-96.62734302,40.813273,40.815273,,130 N 66th St,,,,Lincoln,,NE,68505,,,224-222@5ny-wsm-zfz,,Russ's Market,130 N 66th St,Lincoln,NE,68505,SG_BRAND_2687d4e75b592254,Russ's Market,2020-04-01T00:00:00-05:00,2020-05-01T00:00:00-05:00,708,421,"[28,31,28,25,16,19,21,33,23,28,42,0,17,22,25,23,24,26,16,19,17,23,25,35,30,26,18,22,26,20]",311090000000,"{""311090038021"":25,""311090012002"":18,""311090013013"":18,""311090012004"":16,""311090037171"":15,""311090013011"":10,""311090012001"":10,""311090037181"":8,""310259659004"":8,""311090010011"":8,""311090002012"":8,""311090010031"":8,""311090012003"":6,""311090011012"":6,""311090038011"":6,""311090038013"":6,""311090013022"":6,""311090038022"":6,""311090101002"":5,""311090038012"":5,""311090013012"":5,""311090011022"":5,""311090014002"":5,""311090037062"":5,""311090033021"":5,""311090010013"":5,""311090004002"":4,""311090102011"":4,""311859698001"":4,""311090016001"":4,""311319668002"":4,""311090002013"":4,""311090037141"":4,""311090037073"":4,""311090007001"":4,""311090101001"":4,""311090037201"":4,""311090029001"":4,""311090002022"":4,""311090034021"":4,""311090104001"":4,""311090025004"":4,""311090032021"":4,""311090010021"":4,""311090016005"":4,""311090028001"":4,""310259659002"":4,""311090014004"":4,""311090013021"":4,""311090031043"":4,""311090037131"":4,""311090014001"":4,""311090037074"":4,""311530106323"":4,""311090011021"":4,""311090010032"":4,""311090011011"":4,""311090033012"":4,""311090037063"":4,""311090104003"":4,""311090104002"":4,""311090030032"":4,""311559685002"":4,""311090002015"":4,""311090001002"":4,""311090023007"":4,""290950120002"":4,""311090101003"":4}","{""31109001200"":50,""31109003802"":35,""31109001301"":31,""31109003801"":19,""31109000201"":16,""31109001001"":14,""31109001400"":13,""31109001302"":13,""31109003717"":13,""31109001101"":11,""31025965900"":10,""31109010100"":10,""31109001102"":10,""31109003718"":9,""31109010400"":9,""31109003706"":9,""31109001003"":8,""31109003707"":6,""31109003714"":4,""31109000100"":4,""31109003104"":4,""31109003715"":4,""31185969800"":4,""31109001002"":4,""31109001600"":4,""31109003720"":4,""31055007513"":4,""31147968500"":4,""31109002200"":4,""31109001700"":4,""31109000400"":4,""17093890102"":4,""31109003604"":4,""31155968500"":4,""29095002000"":4,""31109000300"":4,""31109002800"":4,""31055007432"":4,""31109000202"":4,""31067964600"":4,""31109003401"":4,""31109002500"":4,""31109002002"":4,""31025965700"":4,""31109002900"":4,""31109003716"":4}","{""311090038021"":28,""311090012002"":16,""311090013013"":16,""311090012004"":16,""311090013011"":14,""311090037171"":13,""311090012003"":12,""311090038022"":12,""310259659004"":9,""311090012001"":9,""311090014002"":8,""311090038012"":7,""311090002012"":6,""311090010031"":6,""311090101002"":6,""311090037181"":6,""311090011022"":6,""311090013022"":5,""311090014001"":5,""311090013012"":5,""311090011012"":5,""311090037161"":4,""311090010013"":4,""311090028001"":4,""311090015001"":4,""311090104003"":4,""311090029001"":4,""310550074412"":4,""311090011021"":4,""311559682004"":4,""311090029002"":4,""311090102011"":4,""310679650005"":4,""311090037062"":4,""311090020022"":4,""311090023007"":4,""311090101003"":4,""311090031022"":4,""311090036053"":4,""311090038011"":4,""311090037081"":4,""311090010032"":4,""310550042001"":4,""311090011013"":4,""311319667002"":4,""311090018002"":4,""311090013023"":4,""310550074323"":4,""311090037061"":4,""311090037063"":4,""311090003002"":4,""311090037201"":4,""311090020023"":4,""311090027024"":4,""311090014005"":4,""311090038013"":4,""311479685002"":4,""311090037074"":4,""311090017002"":4,""311090002022"":4,""311090101001"":4}","{""""US"""":416}",2940,14,"{""<5"":22,""5-10"":249,""11-20"":177,""21-60"":202,""61-120"":13,""121-240"":10,"">240"":35}","{""Walgreens"":5,""Walmart"":4,""McDonald's"":4,""Park Plaza"":4,""Casey's General Stores"":4,""Super Saver"":3,""Hy-Vee"":3,""Runza"":3,""Phillips 66"":3,""ALDI"":3,""Big Lots Stores"":3,""Target"":3,""Amigos/Kings Classic"":3,""CVS"":2,""Burger King"":2,""Dollar Tree"":2,""Dollar General"":2,""Menard's"":2,""Hy-Vee Gas Station"":2,""Dairy Queen"":2}","{""Walmart"":56,""Walgreens"":41,""McDonald's"":36,""Phillips 66"":33,""Menard's"":31,""Runza"":31,""Casey's General Stores"":30,""Target"":29,""Dairy Queen"":28,""Park Plaza"":27,""Hy-Vee"":27,""Sam's Club"":24,""Amigos/Kings Classic"":23,""Big Lots Stores"":23,""Burger King"":22,""Super Saver"":21,""Hy-Vee Gas Station"":19,""Dollar Tree"":19,""Sonic"":19,""Dollar General"":19}","[0,0,0,0,0,15,22,33,43,61,80,96,83,78,87,93,94,113,80,63,45,18,5,2]","{""Monday"":73,""Tuesday"":82,""Wednesday"":135,""Thursday"":122,""Friday"":115,""Saturday"":123,""Sunday"":58}","{""android"":227,""ios"":193}"
2435,21539,World,M,100,A,"13901 Guildford St, Waverly, Nebraska, 68462","13901 Guildford St, Waverly, NE, 68462, USA",13901 Guildford St,PointAddress,,,"13901 Guildford St, Waverly, Nebraska, 68462",,,20,,13901,,,,,,,Guildford,St,,,,,,,,,13901 Guildford St,,,,,Waverly,,Lancaster County,Nebraska,NE,,,68462,1437,USA,ENG,0,-96.53203688,40.91344826,-96.53182197,40.91304099,-96.53282197,-96.53082197,40.91204099,40.91404099,,13901 Guildford St,,,,Waverly,,NE,68462,,,226-222@5nz-2gf-j7q,,Russ's Market,13901 Guildford St,Waverly,NE,68462,SG_BRAND_2687d4e75b592254,Russ's Market,2020-04-01T00:00:00-05:00,2020-05-01T00:00:00-05:00,467,285,"[17,17,17,18,12,22,18,19,16,25,26,2,9,16,9,13,16,22,27,13,10,10,12,16,27,22,7,15,5,9]",311090000000,"{""311090101003"":129,""311090101002"":61,""311090101001"":20,""310259658003"":13,""310259659004"":5,""311559685002"":5,""311559684003"":4,""311090034022"":4,""311090013023"":4,""311530106283"":4,""310550075131"":4,""310550067042"":4,""311090034011"":4,""311090102022"":4,""311530106312"":4,""311090012002"":4}","{""31109010100"":214,""31025965800"":22,""31025965900"":5,""31109001200"":4,""31153010631"":4,""31109003002"":4,""31109003401"":4,""31109000201"":4,""31119960700"":4,""31025965700"":4,""31109000400"":4,""31131966800"":4,""31109000202"":4,""31109003302"":4,""31155968500"":4,""31109001302"":4,""31055006704"":4,""31155968400"":4}","{""311090101003"":116,""311090101002"":60,""311090101001"":18,""310259658003"":12,""310259658001"":6,""310259659004"":6,""311530106283"":5,""311090029001"":4,""311090037161"":4,""311090037191"":4,""311090104001"":4,""311090018002"":4,""310550074653"":4,""311090033021"":4,""311090029002"":4,""311090004001"":4,""311559685001"":4,""311090033012"":4,""311090037171"":4,""311090102022"":4}","{""""US"""":281}",1187,9,"{""<5"":26,""5-10"":254,""11-20"":109,""21-60"":60,""61-120"":3,""121-240"":6,"">240"":9}","{""Casey's General Stores"":5,""Tractor Supply Co."":5,""Walmart"":4,""Runza"":3,""McDonald's"":3,""Menard's"":3,""Phillips 66"":2,""Target"":2,""Rock n Joe Coffee Bar"":1,""CENEX"":1,""Amigos/Kings Classic"":1,""Shell Oil"":1,""Walgreens"":1,""Orscheln Farm & Home"":1,""BP"":1,""Freddy's Frozen Custard"":1,""Cubby's"":1,""Select Specialty Hospital"":1,""The Home Depot"":1,""Snap Fitness"":1}","{""Walmart"":54,""Menard's"":39,""Casey's General Stores"":38,""McDonald's"":35,""Runza"":35,""Phillips 66"":32,""Tractor Supply Co."":26,""The Home Depot"":20,""CENEX"":20,""Target"":19,""Sonic"":18,""Dairy Queen"":18,""Sam's Club"":18,""Walgreens"":17,""Subway"":16,""Jimmy John's"":15,""Burger King"":14,""Shell Oil"":14,""Cubby's"":13,""Amigos/Kings Classic"":13}","[6,7,7,7,7,7,7,18,21,30,36,53,48,47,50,54,84,74,57,30,18,8,5,6]","{""Monday"":51,""Tuesday"":59,""Wednesday"":60,""Thursday"":67,""Friday"":74,""Saturday"":93,""Sunday"":63}","{""android"":115,""ios"":170}"
3552,14155,World,M,100,A,"1550 S Coddington Ave, Lincoln, Nebraska, 68522","1550 S Coddington Ave, Lincoln, NE, 68522, USA",1550 S Coddington Ave,PointAddress,,,"1550 S Coddington Ave, Lincoln, Nebraska, 68522",,,20,,1550,,,,,S,,Coddington,Ave,,,,,,,,,1550 S Coddington Ave,,,,,Lincoln,,Lancaster County,Nebraska,NE,,,68522,4402,USA,ENG,0,-96.74938827,40.79809257,-96.74806602,40.79814999,-96.74906602,-96.74706602,40.79714999,40.79914999,,1550 S Coddington Ave,,,,Lincoln,,NE,68522,,,zzw-223@5ny-wrx-89z,222-222@5ny-wrx-tsq,Russ's Market,1550 S Coddington Ave,Lincoln,NE,68522,SG_BRAND_2687d4e75b592254,Russ's Market,2020-04-01T00:00:00-05:00,2020-05-01T00:00:00-05:00,1009,574,"[25,34,35,38,38,31,42,25,43,38,58,0,30,37,32,26,22,34,39,35,36,31,43,30,44,39,34,30,22,38]",311090000000,"{""311090034011"":113,""311090034021"":52,""311090034023"":50,""311090034022"":39,""311090103001"":33,""311090036041"":28,""311090033021"":15,""311090021002"":11,""311090102021"":9,""311090033012"":8,""311090033011"":7,""311599604001"":6,""311090038011"":6,""311090032021"":6,""311090037061"":6,""311090032022"":5,""311090031023"":5,""311599604003"":5,""311090102011"":4,""311090021001"":4,""311090022005"":4,""311090036091"":4,""311319667002"":4,""311090022002"":4,""311090013013"":4,""310679647002"":4,""311559682003"":4,""311090002013"":4,""311090002015"":4,""311090025004"":4,""311090037191"":4,""311559684001"":4,""311090014004"":4,""310939705002"":4,""311090008002"":4,""311090020022"":4,""311090037091"":4,""311090022004"":4,""311599602001"":4,""311599604004"":4,""311090037081"":4,""311090030013"":4,""311090104003"":4,""310479682003"":4,""311599604002"":4,""311090022006"":4,""311090038022"":4,""311090103002"":4,""311090036052"":4,""311559685002"":4,""311090015002"":4,""311090037201"":4,""311090037074"":4,""310679647001"":4}","{""31109003402"":143,""31109003401"":113,""31109010300"":33,""31109003604"":30,""31109002100"":16,""31109003302"":16,""31109003301"":15,""31159960400"":15,""31109002200"":13,""31109003202"":11,""31109010202"":11,""31109001400"":8,""31067964700"":7,""31109002300"":6,""31109003102"":6,""26163579100"":5,""31067964600"":5,""31155968200"":5,""31109003719"":4,""31121966700"":4,""31109003709"":4,""31109003003"":4,""31109000201"":4,""31155968500"":4,""31025966000"":4,""31109001200"":4,""31109010400"":4,""31159960100"":4,""31109003713"":4,""31109000100"":4,""31067964800"":4,""31109003706"":4,""31109000800"":4,""31109003605"":4,""31185969900"":4,""31109002800"":4,""31109002500"":4,""31109010201"":4,""31109001500"":4,""31109010100"":4}","{""311090034011"":107,""311090034023"":53,""311090034021"":49,""311090034022"":33,""311090036041"":31,""311090103001"":27,""311090033021"":16,""311090102021"":9,""311090022004"":9,""311090021002"":8,""311090033012"":7,""311099832001"":7,""311090037191"":7,""311090029001"":7,""311090004004"":6,""311090022006"":6,""311090033011"":6,""311319667002"":5,""311090023007"":5,""311090037161"":5,""311559684001"":5,""311090016005"":5,""311090030032"":5,""311090031023"":4,""310259657003"":4,""311090011022"":4,""311090009002"":4,""311090037131"":4,""310259660002"":4,""311599602001"":4,""311090014004"":4,""311090017002"":4,""311090036052"":4,""310679647001"":4,""311090020022"":4,""311090012004"":4,""310259661003"":4,""311090031031"":4,""311090102011"":4,""311090027013"":4,""311599604002"":4,""311090037141"":4,""311090103002"":4,""311599604001"":4,""311090014002"":4,""311599604004"":4,""311090021001"":4,""310679646001"":4,""310679647002"":4,""311090104003"":4,""311090029002"":4,""311219667003"":4,""311090023004"":4,""311090101003"":4,""261635791001"":4,""311090016004"":4,""311090014005"":4,""311090002015"":4,""311090002013"":4,""311090032022"":4}","{""""US"""":572}",3065,15,"{""<5"":30,""5-10"":309,""11-20"":290,""21-60"":290,""61-120"":26,""121-240"":27,"">240"":37}","{""Sonic"":6,""Walmart"":5,""Phillips 66"":3,""Casey's General Stores"":3,""Menard's"":3,""McDonald's"":2,""Super Saver"":2,""Sam's Club"":2,""Pizza Hut"":1,""Costco"":1,""Runza"":1,""Amigos/Kings Classic"":1,""Kwik Shop"":1,""Target"":1,""The Home Depot"":1,""Popeyes Louisiana Kitchen"":1,""Walgreens"":1,""Shell Oil"":1,""Subway"":1,""Chick-fil-A"":1}","{""Walmart"":54,""Sonic"":40,""Phillips 66"":37,""Menard's"":33,""Casey's General Stores"":32,""McDonald's"":28,""Sam's Club"":25,""Runza"":25,""Target"":23,""Pizza Hut"":23,""The Home Depot"":21,""Dairy Queen"":21,""Walgreens"":20,""Super Saver"":18,""Costco"":17,""Amigos/Kings Classic"":17,""Scooter’s Coffee and Yogurt"":16,""Burger King"":15,""Dollar General"":15,""Subway"":14}","[0,0,0,0,0,1,18,47,61,84,96,121,136,141,142,122,203,186,119,58,51,20,3,0]","{""Monday"":130,""Tuesday"":145,""Wednesday"":135,""Thursday"":184,""Friday"":125,""Saturday"":174,""Sunday"":116}","{""android"":309,""ios"":264}"
3696,10776,World,M,100,A,"4400 S 33rd Ct, Lincoln, Nebraska, 68516","4400 S 33rd Ct, Lincoln, NE, 68516, USA",4400 S 33rd Ct,PointAddress,,,"4400 S 33rd Ct, Lincoln, Nebraska, 68516",,,20,,4400,,,,,S,,33rd,Ct,,,,,,,,,4400 S 33rd Ct,,,,,Lincoln,,Lancaster County,Nebraska,NE,,,68516,1037,USA,ENG,0,-96.67260283,40.76724411,-96.67121503,40.76745299,-96.67221503,-96.67021503,40.76645299,40.76845299,,4400 S 33rd Ct,,,,Lincoln,,NE,68516,,,222-223@5ny-ws8-yn5,,Russ's Market,4400 S 33rd Ct,Lincoln,NE,68516,SG_BRAND_2687d4e75b592254,Russ's Market,2020-04-01T00:00:00-05:00,2020-05-01T00:00:00-05:00,933,598,"[25,25,26,38,27,23,30,37,20,34,44,2,16,30,23,19,13,31,36,28,31,38,39,44,51,49,37,39,35,43]",311090000000,"{""311090027024"":27,""311090025002"":20,""311090037041"":20,""311090028002"":20,""311090028001"":18,""311090037042"":16,""311090027023"":15,""311090036051"":15,""311090025004"":14,""311090034011"":14,""311090027013"":13,""311090036053"":10,""311090037201"":9,""311090037081"":9,""311090036041"":9,""311090028005"":9,""311090024004"":8,""311090037141"":8,""311090024003"":8,""311090028004"":8,""311090025003"":7,""311090033021"":7,""311090024001"":7,""311090037074"":7,""311090031022"":6,""311090037092"":6,""311090037181"":6,""311090024002"":6,""311090025001"":6,""311599601001"":5,""311090036052"":5,""311090023005"":5,""311090022004"":5,""311090037161"":5,""311090037191"":5,""311090103002"":5,""311090014003"":4,""310550049006"":4,""311090037043"":4,""311559682004"":4,""311090002014"":4,""311090037091"":4,""311559683001"":4,""311090017002"":4,""311090037061"":4,""310590916002"":4,""311090015002"":4,""311090023006"":4,""311090037151"":4,""311090028003"":4,""311199611001"":4,""311090023002"":4,""311090011022"":4,""311090022002"":4,""311090034021"":4,""311090021001"":4,""311090005001"":4,""311530106323"":4,""311090023001"":4,""310679646001"":4,""311090104002"":4,""311090037062"":4,""311090036081"":4,""311090037093"":4,""311319667002"":4,""311090011021"":4,""311090016005"":4,""311090014005"":4,""311090013023"":4,""311090023004"":4,""410390018042"":4,""311599604003"":4,""311279682002"":4,""310979675002"":4,""311090037131"":4,""311090016003"":4,""311090037073"":4,""311090004002"":4,""311090015003"":4,""311599601003"":4,""311319668001"":4,""310979675001"":4,""311090027025"":4,""311090034023"":4,""311319666002"":4,""450150208071"":4,""311090031044"":4,""311599604004"":4,""311479685002"":4,""311090027021"":4,""311090017003"":4,""311090021002"":4,""311090102011"":4,""311090102021"":4,""311090034022"":4,""311090036091"":4,""311090033011"":4,""311090022003"":4,""311090027022"":4,""311090103001"":4,""311090023007"":4}","{""31109002702"":54,""31109002800"":51,""31109002500"":46,""31109003704"":41,""31109003605"":32,""31109002400"":24,""31109003709"":18,""31109002300"":17,""31109003707"":14,""31109002701"":14,""31109002200"":13,""31109010400"":12,""31159960400"":11,""31109003609"":11,""31109003708"":10,""31109003720"":10,""31109003402"":10,""31109001500"":9,""31109003716"":9,""31109003401"":8,""31109003102"":8,""31109010300"":8,""31109001700"":8,""31109003714"":7,""31109003719"":7,""31109003718"":6,""31109001600"":5,""31109003302"":5,""31159960100"":5,""31131966800"":5,""31109000400"":5,""31109003604"":5,""31155968300"":4,""31067964600"":4,""31019969100"":4,""31109002100"":4,""45015020807"":4,""41039001804"":4,""31059091600"":4,""31109003715"":4,""31127968200"":4,""31109003003"":4,""31131966700"":4,""31153010621"":4,""31109000700"":4,""31109010201"":4,""31155968200"":4,""31055007452"":4,""31035962200"":4,""31131966600"":4,""31109010202"":4,""31109000201"":4,""31079001300"":4,""31109003301"":4}","{""311090027024"":30,""311090037042"":21,""311090025002"":19,""311090028002"":18,""311090027023"":17,""311090036051"":16,""311090028001"":15,""311090027013"":14,""311090036053"":13,""311090037041"":11,""311090037081"":10,""311090036041"":10,""311090028005"":10,""311090025004"":10,""311090024004"":9,""311090037161"":9,""311090037074"":8,""311090034011"":8,""311090037201"":8,""311090028004"":8,""311090037092"":8,""311090037141"":7,""311090037181"":7,""311090037191"":7,""311090024001"":7,""311090027022"":6,""311090022003"":6,""311090025003"":6,""311090024003"":5,""311090028003"":5,""311599604002"":5,""311090023005"":5,""311090037073"":5,""311090019001"":5,""311090007002"":4,""311090031022"":4,""310259658003"":4,""311279682002"":4,""311090033021"":4,""311090016005"":4,""311319668001"":4,""311090037043"":4,""311559683001"":4,""311090103001"":4,""311090030012"":4,""311090104002"":4,""311090015003"":4,""311599604004"":4,""310239678001"":4,""310590916002"":4,""311090022004"":4,""311090037094"":4,""311559682004"":4,""311090037151"":4,""311090033012"":4,""311599601001"":4,""311090034022"":4,""311090029001"":4,""311319667002"":4,""311519606004"":4,""311519606001"":4,""311090030032"":4,""311090037044"":4,""311090036091"":4,""311090037062"":4,""310550044002"":4,""311090036081"":4,""311090024002"":4,""311319668002"":4,""311090013022"":4,""311090030013"":4,""311090014005"":4,""311090037131"":4,""310679646001"":4,""311090031023"":4,""310199691001"":4,""311090011021"":4,""311090103002"":4,""311090102021"":4,""311090102011"":4,""311090034023"":4,""311090037091"":4,""311090015001"":4,""311090036052"":4,""311090023002"":4,""311090015002"":4,""311090022001"":4,""311090104001"":4,""311090017003"":4,""311090027025"":4}","{""""US"""":594}",2915,12,"{""<5"":45,""5-10"":359,""11-20"":238,""21-60"":246,""61-120"":13,""121-240"":10,"">240"":22}","{""Walmart"":7,""Target"":4,""Phillips 66"":4,""Runza"":3,""Menard's"":3,""McDonald's"":3,""The Home Depot"":3,""Sam's Club"":3,""Lowe's"":2,""Scooter’s Coffee and Yogurt"":2,""Sonic"":2,""Walgreens"":2,""Petco"":2,""Firestone Complete Auto Care"":2,""Jimmy John's"":2,""Casey's General Stores"":2,""Super Saver"":1,""Shell Oil"":1,""ALDI"":1,""Hy-Vee"":1}","{""Walmart"":51,""Phillips 66"":37,""McDonald's"":36,""Target"":31,""Runza"":27,""Menard's"":27,""Casey's General Stores"":26,""Walgreens"":25,""Dairy Queen"":23,""Sonic"":21,""Scooter’s Coffee and Yogurt"":21,""The Home Depot"":19,""Sam's Club"":19,""Lowe's"":18,""Petco"":17,""Burger King"":16,""Arby's"":16,""Shell Oil"":15,""Super Saver"":15,""Hy-Vee"":14}","[4,4,3,3,3,3,10,24,60,65,75,104,119,126,135,126,129,136,78,55,45,20,5,4]","{""Monday"":104,""Tuesday"":130,""Wednesday"":158,""Thursday"":146,""Friday"":117,""Saturday"":164,""Sunday"":114}","{""android"":289,""ios"":308}"
855,11776,World,M,100,A,"1709 Washington St, Lincoln, Nebraska, 68502","1709 Washington St, Lincoln, NE, 68502, USA",1709 Washington St,PointAddress,,,"1709 Washington St, Lincoln, Nebraska, 68502",,,20,,1709,,,,,,,Washington,St,,,,,,,,,1709 Washington St,,,,,Lincoln,,Lancaster County,Nebraska,NE,,,68502,2582,USA,ENG,0,-96.69623728,40.79799681,-96.69624298,40.797584,-96.69724298,-96.69524298,40.796584,40.798584,,1709 Washington St,,,,Lincoln,,NE,68502,,,222-222@5ny-wrv-s3q,,Russ's Market,1709 Washington St,Lincoln,NE,68502,SG_BRAND_2687d4e75b592254,Russ's Market,2020-04-01T00:00:00-05:00,2020-05-01T00:00:00-05:00,241,166,"[12,8,13,13,8,6,7,9,3,7,11,1,10,5,9,5,10,10,6,3,6,4,8,14,16,7,3,13,4,10]",311090000000,"{""311090023007"":13,""311090017003"":10,""311090023006"":8,""311090020013"":8,""311090022002"":7,""311090023002"":7,""311090017005"":6,""311090017001"":5,""311090031043"":5,""311090018001"":5,""311090011022"":5,""311090020021"":5,""311090022006"":4,""311090033021"":4,""311090020022"":4,""311090023004"":4,""310550074084"":4,""311090003002"":4,""311090034022"":4,""311090020012"":4,""311090019001"":4,""311090037062"":4,""311199611001"":4,""311090022004"":4,""311090031022"":4,""311090023005"":4,""311090028004"":4,""311090022003"":4,""311090013013"":4}","{""31109002300"":31,""31109001700"":27,""31109002200"":18,""31109002001"":12,""31109002800"":7,""31109002002"":6,""31109002100"":5,""31131966900"":4,""31109003607"":4,""31109001800"":4,""31109003402"":4,""31109003716"":4,""31107976200"":4,""31109003707"":4,""31109002400"":4,""31109003717"":4,""31025965700"":4}","{""311090023007"":20,""311090020013"":8,""311090023002"":7,""311090022004"":6,""311090017003"":6,""311090022002"":6,""311090022003"":6,""311090023005"":6,""311090017001"":5,""311090022006"":5,""311090034022"":4,""311090021002"":4,""311090034023"":4,""311090020012"":4,""310259657003"":4,""311090002013"":4,""311090020021"":4,""311090017005"":4,""311090020022"":4,""311090023006"":4,""311090017006"":4,""311090017004"":4,""311090011022"":4,""311090037151"":4,""311090017002"":4,""311090010032"":4,""311090028004"":4,""311090031041"":4,""311090020011"":4,""311090018001"":4,""310550074084"":4}","{""""US"""":164}",1182,13,"{""<5"":10,""5-10"":86,""11-20"":65,""21-60"":59,""61-120"":11,""121-240"":4,"">240"":6}","{""Phillips 66"":9,""Walmart"":7,""Super Saver"":5,""Casey's General Stores"":5,""Target"":3,""Select Specialty Hospital"":3,""McDonald's"":3,""Dollar Tree"":3,""Wendy's"":3,""Kwik Shop"":3,""Sam's Club"":3,""Walgreens"":2,""Menard's"":2,""Scooter’s Coffee and Yogurt"":2,""Subway"":2,""KFC"":2,""Dollar General"":2,""Hy-Vee"":2,""Dairy Queen"":2,""Burger King"":2}","{""Walmart"":60,""Phillips 66"":50,""Casey's General Stores"":40,""McDonald's"":39,""Burger King"":34,""Walgreens"":30,""Super Saver"":28,""Runza"":25,""Subway"":24,""Target"":23,""Menard's"":23,""Kwik Shop"":22,""Shell Oil"":20,""Sam's Club"":20,""Family Dollar Stores"":19,""Dollar Tree"":17,""Sonic"":16,""Hy-Vee"":16,""KFC"":15,""Dollar General"":15}","[3,3,4,2,3,6,9,10,10,16,16,26,26,25,23,29,36,48,29,17,19,11,3,3]","{""Monday"":22,""Tuesday"":31,""Wednesday"":38,""Thursday"":34,""Friday"":44,""Saturday"":50,""Sunday"":22}","{""android"":121,""ios"":45}"
