Data is Provisional and subject to change. Data presented is reported as of 12/4/2021
testDate,total_tested,confirmed_cases,deaths,tested_change,cases_change,deaths_change,tested_7_day_rolling_avg,cases_7_day_rolling_avg,deaths_7_day_rolling_avg
3/10/2020 12:00:00 AM,326,20,0,326,20,0,47.000000,3.000000,0.000000
3/11/2020 12:00:00 AM,367,25,0,41,5,0,52.000000,4.000000,0.000000
3/12/2020 12:00:00 AM,418,32,0,51,7,0,60.000000,5.000000,0.000000
3/13/2020 12:00:00 AM,444,46,0,26,14,0,63.000000,7.000000,0.000000
3/14/2020 12:00:00 AM,708,64,0,264,18,0,101.000000,9.000000,0.000000
3/15/2020 12:00:00 AM,932,93,0,224,29,0,133.000000,13.000000,0.000000
3/16/2020 12:00:00 AM,1143,105,0,211,12,0,163.000000,15.000000,0.000000
3/17/2020 12:00:00 AM,1500,160,1,357,55,1,168.000000,20.000000,0.000000
3/18/2020 12:00:00 AM,2052,288,3,552,128,2,241.000000,38.000000,0.000000
3/19/2020 12:00:00 AM,3151,422,4,1099,134,1,390.000000,56.000000,1.000000
3/20/2020 12:00:00 AM,4286,585,5,1135,163,1,549.000000,77.000000,1.000000
3/21/2020 12:00:00 AM,6247,753,6,1961,168,1,791.000000,98.000000,1.000000
3/22/2020 12:00:00 AM,8374,1046,9,2127,293,3,1063.000000,136.000000,1.000000
3/23/2020 12:00:00 AM,9868,1283,12,1494,237,3,1246.000000,168.000000,2.000000
3/24/2020 12:00:00 AM,11485,1535,16,1617,252,4,1426.000000,196.000000,2.000000
3/25/2020 12:00:00 AM,14209,1865,19,2724,330,3,1737.000000,225.000000,2.000000
3/26/2020 12:00:00 AM,16631,2538,26,2422,673,7,1926.000000,302.000000,3.000000
3/27/2020 12:00:00 AM,21542,3026,34,4911,488,8,2465.000000,349.000000,4.000000
3/28/2020 12:00:00 AM,25429,3491,47,3887,465,13,2740.000000,391.000000,6.000000
3/29/2020 12:00:00 AM,27762,4596,65,2333,1105,18,2770.000000,507.000000,8.000000
3/30/2020 12:00:00 AM,30446,5056,72,2684,460,7,2940.000000,539.000000,9.000000
3/31/2020 12:00:00 AM,35225,5994,99,4779,938,27,3391.000000,637.000000,12.000000
4/1/2020 12:00:00 AM,40384,6980,141,5159,986,42,3739.000000,731.000000,17.000000
4/2/2020 12:00:00 AM,43656,7695,157,3272,715,16,3861.000000,737.000000,19.000000
4/3/2020 12:00:00 AM,48048,8904,210,4392,1209,53,3787.000000,840.000000,25.000000
4/4/2020 12:00:00 AM,53581,10357,243,5533,1453,33,4022.000000,981.000000,28.000000
4/5/2020 12:00:00 AM,58983,11256,274,5402,899,31,4460.000000,951.000000,30.000000
4/6/2020 12:00:00 AM,62942,12262,307,3959,1006,33,4642.000000,1029.000000,34.000000
4/7/2020 12:00:00 AM,68732,13549,380,5790,1287,73,4787.000000,1079.000000,40.000000
4/8/2020 12:00:00 AM,75066,15078,462,6334,1529,82,4955.000000,1157.000000,46.000000
4/9/2020 12:00:00 AM,80857,16422,528,5791,1344,66,5314.000000,1247.000000,53.000000
4/10/2020 12:00:00 AM,87527,17887,596,6670,1465,68,5640.000000,1283.000000,55.000000
4/11/2020 12:00:00 AM,92779,19180,677,5252,1293,81,5600.000000,1260.000000,62.000000
4/12/2020 12:00:00 AM,100735,20852,720,7956,1672,43,5965.000000,1371.000000,64.000000
4/13/2020 12:00:00 AM,105768,22025,794,5033,1173,74,6118.000000,1395.000000,70.000000
4/14/2020 12:00:00 AM,110616,23247,868,4848,1222,74,5983.000000,1385.000000,70.000000
4/15/2020 12:00:00 AM,116929,24593,948,6313,1346,80,5980.000000,1359.000000,69.000000
4/16/2020 12:00:00 AM,122589,25733,1072,5660,1140,124,5962.000000,1330.000000,78.000000
4/17/2020 12:00:00 AM,130163,27575,1134,7574,1842,62,6091.000000,1384.000000,77.000000
4/18/2020 12:00:00 AM,137404,29160,1259,7241,1585,125,6375.000000,1426.000000,83.000000
4/19/2020 12:00:00 AM,143318,30357,1290,5914,1197,31,6083.000000,1358.000000,81.000000
4/20/2020 12:00:00 AM,148358,31508,1349,5040,1151,59,6084.000000,1355.000000,79.000000
4/21/2020 12:00:00 AM,154997,33059,1468,6639,1551,119,6340.000000,1402.000000,86.000000
4/22/2020 12:00:00 AM,164346,35108,1565,9349,2049,97,6774.000000,1502.000000,88.000000
4/23/2020 12:00:00 AM,173508,36934,1688,9162,1826,123,7274.000000,1600.000000,88.000000
4/24/2020 12:00:00 AM,189632,39658,1795,16124,2724,107,8496.000000,1726.000000,94.000000
4/25/2020 12:00:00 AM,201617,41777,1874,11985,2119,79,9173.000000,1802.000000,88.000000
4/26/2020 12:00:00 AM,214952,43903,1933,13335,2126,59,10233.000000,1935.000000,92.000000
4/27/2020 12:00:00 AM,227628,45883,1983,12676,1980,50,11324.000000,2054.000000,91.000000
4/28/2020 12:00:00 AM,242189,48102,2125,14561,2219,142,12456.000000,2149.000000,94.000000
4/29/2020 12:00:00 AM,256667,50355,2215,14478,2253,90,13189.000000,2178.000000,93.000000
4/30/2020 12:00:00 AM,269867,52918,2355,13200,2563,140,13766.000000,2283.000000,95.000000
5/1/2020 12:00:00 AM,284688,56055,2457,14821,3137,102,13579.000000,2342.000000,95.000000
5/2/2020 12:00:00 AM,299896,58505,2559,15208,2450,102,14040.000000,2390.000000,98.000000
5/3/2020 12:00:00 AM,319313,61499,2618,19417,2994,59,14909.000000,2514.000000,98.000000
5/4/2020 12:00:00 AM,333147,63840,2662,13834,2341,44,15074.000000,2565.000000,97.000000
5/5/2020 12:00:00 AM,346286,65962,2838,13139,2122,176,14871.000000,2551.000000,102.000000
5/6/2020 12:00:00 AM,361260,68232,2974,14974,2270,136,14942.000000,2554.000000,108.000000
5/7/2020 12:00:00 AM,379043,70873,3111,17783,2641,137,15597.000000,2565.000000,108.000000
5/8/2020 12:00:00 AM,399714,73760,3241,20671,2887,130,16432.000000,2529.000000,112.000000
5/9/2020 12:00:00 AM,416331,76085,3349,16617,2325,108,16634.000000,2511.000000,113.000000
5/10/2020 12:00:00 AM,429984,77741,3406,13653,1656,57,15810.000000,2320.000000,113.000000
5/11/2020 12:00:00 AM,442425,79007,3459,12441,1266,53,15611.000000,2167.000000,114.000000
5/12/2020 12:00:00 AM,471691,83021,3601,29266,4014,142,17915.000000,2437.000000,109.000000
5/13/2020 12:00:00 AM,489359,84698,3792,17668,1677,191,18300.000000,2352.000000,117.000000
5/14/2020 12:00:00 AM,512037,87937,3928,22678,3239,136,18999.000000,2438.000000,117.000000
5/15/2020 12:00:00 AM,538602,90369,4058,26565,2432,130,19841.000000,2373.000000,117.000000
5/16/2020 12:00:00 AM,561649,92457,4129,23047,2088,71,20760.000000,2339.000000,111.000000
5/17/2020 12:00:00 AM,581944,94191,4177,20295,1734,48,21709.000000,2350.000000,110.000000
5/18/2020 12:00:00 AM,603241,96485,4234,21297,2294,57,22974.000000,2497.000000,111.000000
5/19/2020 12:00:00 AM,621684,98030,4379,18443,1545,145,21428.000000,2144.000000,111.000000
5/20/2020 12:00:00 AM,642713,100418,4525,21029,2388,146,21908.000000,2246.000000,105.000000
5/21/2020 12:00:00 AM,672020,102686,4607,29307,2268,82,22855.000000,2107.000000,97.000000
5/22/2020 12:00:00 AM,697133,105444,4715,25113,2758,108,22647.000000,2154.000000,94.000000
5/23/2020 12:00:00 AM,722247,107796,4789,25114,2352,74,22943.000000,2191.000000,94.000000
5/24/2020 12:00:00 AM,747921,110304,4853,25674,2508,64,23711.000000,2302.000000,97.000000
5/25/2020 12:00:00 AM,769564,112017,4884,21643,1713,31,23760.000000,2219.000000,93.000000
5/26/2020 12:00:00 AM,786794,113195,4923,17230,1178,39,23587.000000,2166.000000,78.000000
5/27/2020 12:00:00 AM,803973,114306,5082,17179,1111,159,23037.000000,1984.000000,80.000000
5/28/2020 12:00:00 AM,829966,115833,5186,25993,1527,104,22564.000000,1878.000000,83.000000
5/29/2020 12:00:00 AM,851762,117455,5270,21796,1622,84,22090.000000,1716.000000,79.000000
5/30/2020 12:00:00 AM,877105,118917,5330,25343,1462,60,22123.000000,1589.000000,77.000000
5/31/2020 12:00:00 AM,898259,120260,5389,21154,1343,59,21477.000000,1422.000000,77.000000
6/1/2020 12:00:00 AM,918273,121234,5412,20014,974,23,21244.000000,1317.000000,75.000000
6/2/2020 12:00:00 AM,934704,122848,5524,16431,1614,112,21130.000000,1379.000000,86.000000
6/3/2020 12:00:00 AM,959175,123830,5620,24471,982,96,22172.000000,1361.000000,77.000000
6/4/2020 12:00:00 AM,982016,124759,5736,22841,929,116,21721.000000,1275.000000,79.000000
6/5/2020 12:00:00 AM,1000919,125915,5792,18903,1156,56,21308.000000,1209.000000,75.000000
6/6/2020 12:00:00 AM,1022074,126890,5861,21155,975,69,20710.000000,1139.000000,76.000000
6/7/2020 12:00:00 AM,1042774,127757,5901,20700,867,40,20645.000000,1071.000000,73.000000
6/8/2020 12:00:00 AM,1058873,128415,5923,16099,658,22,20086.000000,1026.000000,73.000000
6/9/2020 12:00:00 AM,1079182,129212,6017,20309,797,94,20640.000000,909.000000,70.000000
6/10/2020 12:00:00 AM,1100002,129837,6094,20820,625,77,20118.000000,858.000000,68.000000
6/11/2020 12:00:00 AM,1122327,130603,6183,22325,766,89,20044.000000,835.000000,64.000000
6/12/2020 12:00:00 AM,1147101,131198,6260,24774,595,77,20883.000000,755.000000,67.000000
6/13/2020 12:00:00 AM,1168945,131871,6289,21844,673,29,20982.000000,712.000000,61.000000
6/14/2020 12:00:00 AM,1190985,132543,6307,22040,672,18,21173.000000,684.000000,58.000000
6/15/2020 12:00:00 AM,1209612,133016,6326,18627,473,19,21534.000000,657.000000,58.000000
6/16/2020 12:00:00 AM,1228341,133639,6398,18729,623,72,21308.000000,632.000000,54.000000
6/17/2020 12:00:00 AM,1258328,134185,6482,29987,546,84,22618.000000,621.000000,55.000000
6/18/2020 12:00:00 AM,1283832,134778,6536,25504,593,54,23072.000000,596.000000,50.000000
6/19/2020 12:00:00 AM,1311003,135470,6580,27171,692,44,23415.000000,610.000000,46.000000
6/20/2020 12:00:00 AM,1336968,136104,6624,25965,634,44,24003.000000,605.000000,48.000000
6/21/2020 12:00:00 AM,1360784,136762,6645,23816,658,21,24257.000000,603.000000,48.000000
6/22/2020 12:00:00 AM,1379003,137224,6669,18219,462,24,24199.000000,601.000000,49.000000
6/23/2020 12:00:00 AM,1399510,137825,6706,20507,601,37,24453.000000,598.000000,44.000000
6/24/2020 12:00:00 AM,1428841,138540,6769,29331,715,63,24359.000000,622.000000,41.000000
6/25/2020 12:00:00 AM,1460527,139434,6808,31686,894,39,25242.000000,665.000000,39.000000
6/26/2020 12:00:00 AM,1490952,140291,6847,30425,857,39,25707.000000,689.000000,38.000000
6/27/2020 12:00:00 AM,1521189,141077,6873,30237,786,26,26317.000000,710.000000,36.000000
6/28/2020 12:00:00 AM,1544978,141723,6888,23789,646,15,26313.000000,709.000000,35.000000
6/29/2020 12:00:00 AM,1571896,142461,6900,26918,738,12,27556.000000,748.000000,33.000000
6/30/2020 12:00:00 AM,1602965,143185,6921,31069,724,21,29065.000000,766.000000,31.000000
7/1/2020 12:00:00 AM,1636055,144013,6951,33090,828,30,29602.000000,782.000000,26.000000
7/2/2020 12:00:00 AM,1666317,144882,6987,30262,869,36,29399.000000,778.000000,26.000000
7/3/2020 12:00:00 AM,1700635,145750,7004,34318,868,17,29955.000000,780.000000,22.000000
7/4/2020 12:00:00 AM,1734471,146612,7014,33836,862,10,30469.000000,791.000000,20.000000
7/5/2020 12:00:00 AM,1761706,147251,7020,27235,639,6,30961.000000,790.000000,19.000000
7/6/2020 12:00:00 AM,1782840,147865,7026,21134,614,6,30135.000000,772.000000,18.000000
7/7/2020 12:00:00 AM,1809834,148452,7063,26994,587,37,29553.000000,752.000000,20.000000
7/8/2020 12:00:00 AM,1842576,149432,7099,32742,980,36,29503.000000,774.000000,21.000000
7/9/2020 12:00:00 AM,1878756,150450,7119,36180,1018,20,30348.000000,795.000000,19.000000
7/10/2020 12:00:00 AM,1911743,151767,7144,32987,1317,25,30158.000000,860.000000,20.000000
7/11/2020 12:00:00 AM,1944088,152962,7167,32345,1195,23,29945.000000,907.000000,22.000000
7/12/2020 12:00:00 AM,1982982,153916,7187,38894,954,20,31611.000000,952.000000,24.000000
7/13/2020 12:00:00 AM,2012994,154799,7193,30012,883,6,32879.000000,991.000000,24.000000
7/14/2020 12:00:00 AM,2041440,155506,7218,28446,707,25,33087.000000,1008.000000,22.000000
7/15/2020 12:00:00 AM,2079601,156693,7226,38161,1187,8,33861.000000,1037.000000,18.000000
7/16/2020 12:00:00 AM,2122607,157950,7250,43006,1257,24,34836.000000,1071.000000,19.000000
7/17/2020 12:00:00 AM,2166299,159334,7272,43692,1384,22,36365.000000,1081.000000,18.000000
7/18/2020 12:00:00 AM,2212398,160610,7289,46099,1276,17,38330.000000,1093.000000,17.000000
