Data is Provisional and subject to change. Data presented is reported as of 12/4/2021
testDate,total_tested,confirmed_cases,deaths,tested_change,cases_change,deaths_change,tested_7_day_rolling_avg,cases_7_day_rolling_avg,deaths_7_day_rolling_avg
4/15/2021 12:00:00 AM,21477421,1292515,21609,105661,3581,40,80176.000000,3331.000000,22.000000
4/16/2021 12:00:00 AM,21571023,1296381,21630,93602,3866,21,79013.000000,3312.000000,22.000000
4/17/2021 12:00:00 AM,21659208,1299575,21653,88185,3194,23,79543.000000,3249.000000,23.000000
4/18/2021 12:00:00 AM,21729314,1302241,21663,70106,2666,10,79615.000000,3210.000000,23.000000
4/19/2021 12:00:00 AM,21776820,1304200,21685,47506,1959,22,78814.000000,3142.000000,23.000000
4/20/2021 12:00:00 AM,21839226,1306787,21694,62406,2587,9,79408.000000,3056.000000,22.000000
4/21/2021 12:00:00 AM,21920359,1309552,21722,81133,2765,28,78371.000000,2945.000000,22.000000
4/22/2021 12:00:00 AM,22008695,1312722,21755,88336,3170,33,75896.000000,2887.000000,21.000000
4/23/2021 12:00:00 AM,22113490,1316091,21777,104795,3369,22,77495.000000,2816.000000,21.000000
4/24/2021 12:00:00 AM,22208256,1318998,21802,94766,2907,25,78435.000000,2775.000000,21.000000
4/25/2021 12:00:00 AM,22269555,1321033,21826,61299,2035,24,77177.000000,2685.000000,23.000000
4/26/2021 12:00:00 AM,22318791,1323170,21835,49236,2137,9,77424.000000,2710.000000,21.000000
4/27/2021 12:00:00 AM,22381515,1325726,21858,62724,2556,23,77470.000000,2706.000000,23.000000
4/28/2021 12:00:00 AM,22469213,1328454,21889,87698,2728,31,78408.000000,2700.000000,24.000000
4/29/2021 12:00:00 AM,22558270,1331848,21927,89057,3394,38,78511.000000,2732.000000,25.000000
4/30/2021 12:00:00 AM,22666333,1335055,21960,108063,3207,33,78978.000000,2709.000000,26.000000
5/1/2021 12:00:00 AM,22749403,1337868,21992,83070,2813,32,77307.000000,2696.000000,27.000000
5/2/2021 12:00:00 AM,22822562,1339728,22019,73159,1860,27,79001.000000,2671.000000,28.000000
5/3/2021 12:00:00 AM,22872035,1341777,22047,49473,2049,28,79035.000000,2658.000000,30.000000
5/4/2021 12:00:00 AM,22929518,1343988,22066,57483,2211,19,78286.000000,2609.000000,30.000000
5/5/2021 12:00:00 AM,23007188,1346398,22096,77670,2410,30,76854.000000,2563.000000,30.000000
5/6/2021 12:00:00 AM,23103484,1348176,22135,96296,1778,39,77888.000000,2333.000000,30.000000
5/7/2021 12:00:00 AM,23204489,1351497,22171,101005,3321,36,76879.000000,2349.000000,30.000000
5/8/2021 12:00:00 AM,23281801,1353226,22193,77312,1729,22,76057.000000,2194.000000,29.000000
5/9/2021 12:00:00 AM,23347731,1354967,22223,65930,1741,30,75024.000000,2177.000000,29.000000
5/10/2021 12:00:00 AM,23388864,1356391,22235,41133,1424,12,73833.000000,2088.000000,27.000000
5/11/2021 12:00:00 AM,23435198,1357953,22259,46334,1562,24,72240.000000,1995.000000,28.000000
5/12/2021 12:00:00 AM,23505414,1359748,22285,70216,1795,26,71175.000000,1907.000000,27.000000
5/13/2021 12:00:00 AM,23594096,1361666,22320,88682,1918,35,70087.000000,1927.000000,26.000000
5/14/2021 12:00:00 AM,23677720,1363507,22368,83624,1841,48,67604.000000,1716.000000,28.000000
5/15/2021 12:00:00 AM,23761576,1365020,22415,83856,1513,47,68539.000000,1685.000000,32.000000
5/16/2021 12:00:00 AM,23813589,1366268,22439,52013,1248,24,66551.000000,1614.000000,31.000000
5/17/2021 12:00:00 AM,23846737,1367214,22445,33148,946,6,65410.000000,1546.000000,30.000000
5/18/2021 12:00:00 AM,23904959,1368709,22466,58222,1495,21,67109.000000,1537.000000,30.000000
5/19/2021 12:00:00 AM,23972125,1370342,22494,67166,1633,28,66673.000000,1513.000000,30.000000
5/20/2021 12:00:00 AM,24051654,1371884,22535,79529,1542,41,65365.000000,1460.000000,31.000000
5/21/2021 12:00:00 AM,24124753,1373457,22556,73099,1573,21,63862.000000,1421.000000,27.000000
5/22/2021 12:00:00 AM,24184067,1374565,22599,59314,1108,43,60356.000000,1364.000000,26.000000
5/23/2021 12:00:00 AM,24233267,1375508,22623,49200,943,24,59954.000000,1320.000000,26.000000
5/24/2021 12:00:00 AM,24266277,1376441,22633,33010,933,10,59934.000000,1318.000000,27.000000
5/25/2021 12:00:00 AM,24309118,1377249,22649,42841,808,16,57737.000000,1220.000000,26.000000
5/26/2021 12:00:00 AM,24366520,1378388,22676,57402,1139,27,56342.000000,1149.000000,26.000000
5/27/2021 12:00:00 AM,24434225,1379279,22718,67705,891,42,54653.000000,1056.000000,26.000000
5/28/2021 12:00:00 AM,24490663,1380261,22739,56438,982,21,52273.000000,972.000000,26.000000
5/29/2021 12:00:00 AM,24551788,1381063,22776,61125,802,37,52532.000000,928.000000,25.000000
5/30/2021 12:00:00 AM,24590395,1381665,22794,38607,602,18,51018.000000,880.000000,24.000000
5/31/2021 12:00:00 AM,24616087,1382186,22827,25692,521,33,49973.000000,821.000000,28.000000
6/1/2021 12:00:00 AM,24640360,1382587,22833,24273,401,6,47320.000000,763.000000,26.000000
6/2/2021 12:00:00 AM,24676057,1383065,22841,35697,478,8,44220.000000,668.000000,24.000000
6/3/2021 12:00:00 AM,24731489,1383739,22865,55432,674,24,42466.000000,637.000000,21.000000
6/4/2021 12:00:00 AM,24796789,1384365,22880,65300,626,15,43732.000000,586.000000,20.000000
6/5/2021 12:00:00 AM,24847616,1384903,22912,50827,538,32,42261.000000,549.000000,19.000000
6/6/2021 12:00:00 AM,24886002,1385245,22949,38386,342,37,42230.000000,511.000000,22.000000
6/7/2021 12:00:00 AM,24913350,1385489,22963,27348,244,14,42466.000000,472.000000,19.000000
6/8/2021 12:00:00 AM,24949758,1385854,22974,36408,365,11,44200.000000,467.000000,20.000000
6/9/2021 12:00:00 AM,24991516,1386262,22996,41758,408,22,45066.000000,457.000000,22.000000
6/10/2021 12:00:00 AM,25033919,1386628,23013,42403,366,17,43204.000000,413.000000,21.000000
6/11/2021 12:00:00 AM,25073580,1387029,23035,39661,401,22,39542.000000,381.000000,22.000000
6/12/2021 12:00:00 AM,25125050,1387297,23050,51470,268,15,39633.000000,342.000000,20.000000
6/13/2021 12:00:00 AM,25160648,1387595,23061,35598,298,11,39235.000000,336.000000,16.000000
6/14/2021 12:00:00 AM,25185883,1387760,23068,25235,165,7,38933.000000,324.000000,15.000000
6/15/2021 12:00:00 AM,25227247,1387986,23083,41364,226,15,39641.000000,305.000000,16.000000
6/16/2021 12:00:00 AM,25271173,1388338,23104,43926,352,21,39951.000000,297.000000,15.000000
6/17/2021 12:00:00 AM,25318410,1388586,23120,47237,248,16,40642.000000,280.000000,15.000000
6/18/2021 12:00:00 AM,25357568,1388688,23133,39158,102,13,40570.000000,237.000000,14.000000
6/19/2021 12:00:00 AM,25403553,1389054,23143,45985,366,10,39786.000000,251.000000,13.000000
6/20/2021 12:00:00 AM,25438556,1389258,23155,35003,204,12,39701.000000,238.000000,13.000000
6/21/2021 12:00:00 AM,25457197,1389443,23159,18641,185,4,38759.000000,240.000000,13.000000
6/22/2021 12:00:00 AM,25491706,1389634,23165,34509,191,6,37780.000000,235.000000,12.000000
6/23/2021 12:00:00 AM,25535634,1389892,23173,43928,258,8,37780.000000,222.000000,10.000000
6/24/2021 12:00:00 AM,25583377,1390140,23191,47743,248,18,37852.000000,222.000000,10.000000
6/25/2021 12:00:00 AM,25634328,1390432,23199,50951,292,8,39537.000000,249.000000,9.000000
6/26/2021 12:00:00 AM,25668065,1390731,23207,33737,299,8,37787.000000,240.000000,9.000000
6/27/2021 12:00:00 AM,25698054,1390908,23214,29989,177,7,37071.000000,236.000000,8.000000
6/28/2021 12:00:00 AM,25709914,1391179,23217,11860,271,3,36102.000000,248.000000,8.000000
6/29/2021 12:00:00 AM,25755919,1391480,23221,46005,301,4,37745.000000,264.000000,8.000000
6/30/2021 12:00:00 AM,25797100,1391739,23225,41181,259,4,37352.000000,264.000000,7.000000
7/1/2021 12:00:00 AM,25831883,1392196,23235,34783,457,10,35501.000000,294.000000,6.000000
7/2/2021 12:00:00 AM,25868855,1392552,23245,36972,356,10,33504.000000,303.000000,7.000000
7/3/2021 12:00:00 AM,25907523,1392971,23252,38668,419,7,34208.000000,320.000000,6.000000
7/4/2021 12:00:00 AM,25917702,1393055,23256,10179,84,4,31378.000000,307.000000,6.000000
7/5/2021 12:00:00 AM,25922849,1393172,23256,5147,117,0,30419.000000,285.000000,6.000000
7/6/2021 12:00:00 AM,25962476,1393773,23272,39627,601,16,29508.000000,328.000000,7.000000
7/7/2021 12:00:00 AM,25989308,1394235,23278,26832,462,6,27458.000000,357.000000,8.000000
7/8/2021 12:00:00 AM,26023512,1394852,23289,34204,617,11,27376.000000,379.000000,8.000000
7/9/2021 12:00:00 AM,26064549,1395497,23297,41037,645,8,27956.000000,421.000000,7.000000
7/10/2021 12:00:00 AM,26105934,1396103,23309,41385,606,12,28344.000000,447.000000,8.000000
7/11/2021 12:00:00 AM,26135753,1396629,23321,29819,526,12,31150.000000,511.000000,9.000000
7/12/2021 12:00:00 AM,26152157,1397089,23324,16404,460,3,32758.000000,560.000000,10.000000
7/13/2021 12:00:00 AM,26183998,1397667,23336,31841,578,12,31646.000000,556.000000,9.000000
7/14/2021 12:00:00 AM,26218311,1398409,23343,34313,742,7,32715.000000,596.000000,9.000000
7/15/2021 12:00:00 AM,26259477,1399270,23349,41166,861,6,33709.000000,631.000000,9.000000
7/16/2021 12:00:00 AM,26292979,1399946,23357,33502,676,8,32633.000000,636.000000,9.000000
7/17/2021 12:00:00 AM,26328798,1400942,23369,35819,996,12,31838.000000,691.000000,9.000000
7/18/2021 12:00:00 AM,26364691,1402093,23373,35893,1151,4,32705.000000,781.000000,7.000000
7/19/2021 12:00:00 AM,26386287,1402763,23377,21596,670,4,33447.000000,811.000000,8.000000
7/20/2021 12:00:00 AM,26411240,1403508,23382,24953,745,5,32463.000000,834.000000,7.000000
7/21/2021 12:00:00 AM,26444494,1404466,23392,33254,958,10,32312.000000,865.000000,7.000000
7/22/2021 12:00:00 AM,26497201,1406459,23397,52707,1993,5,33961.000000,1027.000000,7.000000
7/23/2021 12:00:00 AM,26534129,1407929,23401,36928,1470,4,34450.000000,1140.000000,6.000000
7/24/2021 12:00:00 AM,26584736,1409313,23404,50607,1384,3,36563.000000,1196.000000,5.000000
7/25/2021 12:00:00 AM,26621834,1410733,23405,37098,1420,1,36735.000000,1234.000000,5.000000
7/26/2021 12:00:00 AM,26647342,1411821,23409,25508,1088,4,37294.000000,1294.000000,5.000000
7/27/2021 12:00:00 AM,26678361,1413490,23414,31019,1669,5,38160.000000,1426.000000,5.000000
7/28/2021 12:00:00 AM,26720724,1415572,23420,42363,2082,6,39461.000000,1587.000000,4.000000
7/29/2021 12:00:00 AM,26768999,1417263,23432,48275,1691,12,38828.000000,1543.000000,5.000000
7/30/2021 12:00:00 AM,26823562,1419611,23440,54563,2348,8,41348.000000,1669.000000,6.000000
7/31/2021 12:00:00 AM,26880263,1421791,23447,56701,2180,7,42218.000000,1783.000000,6.000000
8/1/2021 12:00:00 AM,26927209,1423532,23448,46946,1741,1,43625.000000,1828.000000,6.000000
8/2/2021 12:00:00 AM,26960921,1425219,23450,33712,1687,2,44797.000000,1914.000000,6.000000
8/3/2021 12:00:00 AM,27005486,1427901,23458,44565,2682,8,46732.000000,2059.000000,6.000000
8/4/2021 12:00:00 AM,27056446,1430265,23476,50960,2364,18,47960.000000,2099.000000,8.000000
8/5/2021 12:00:00 AM,27119503,1433313,23490,63057,3048,14,50072.000000,2293.000000,8.000000
8/6/2021 12:00:00 AM,27188772,1436353,23503,69269,3040,13,52173.000000,2392.000000,9.000000
8/7/2021 12:00:00 AM,27254788,1439387,23516,66016,3034,13,53504.000000,2514.000000,10.000000
8/8/2021 12:00:00 AM,27307354,1441646,23526,52566,2259,10,54306.000000,2588.000000,11.000000
8/9/2021 12:00:00 AM,27351586,1444211,23532,44232,2565,6,55809.000000,2713.000000,12.000000
8/10/2021 12:00:00 AM,27403429,1447161,23542,51843,2950,10,56849.000000,2751.000000,12.000000
8/11/2021 12:00:00 AM,27464864,1451094,23551,61435,3933,9,58345.000000,2976.000000,11.000000
8/12/2021 12:00:00 AM,27536684,1454208,23574,71820,3114,23,59597.000000,2985.000000,12.000000
8/13/2021 12:00:00 AM,27609781,1457687,23594,73097,3479,20,60144.000000,3048.000000,13.000000
8/14/2021 12:00:00 AM,27675495,1461719,23611,65714,4032,17,60101.000000,3190.000000,14.000000
8/15/2021 12:00:00 AM,27734841,1464350,23620,59346,2631,9,61070.000000,3243.000000,13.000000
8/16/2021 12:00:00 AM,27779913,1466813,23623,45072,2463,3,61190.000000,3229.000000,13.000000
8/17/2021 12:00:00 AM,27833923,1470452,23639,54010,3639,16,61499.000000,3327.000000,14.000000
8/18/2021 12:00:00 AM,27906468,1474285,23685,72545,3833,46,63086.000000,3313.000000,19.000000
8/19/2021 12:00:00 AM,27981948,1477465,23699,75480,3180,14,63609.000000,3322.000000,18.000000
8/20/2021 12:00:00 AM,28072697,1482369,23717,90749,4904,18,66131.000000,3526.000000,18.000000
8/21/2021 12:00:00 AM,28152206,1486572,23733,79509,4203,16,68102.000000,3550.000000,17.000000
8/22/2021 12:00:00 AM,28216808,1488579,23753,64602,2007,20,68852.000000,3461.000000,19.000000
8/23/2021 12:00:00 AM,28267390,1491582,23761,50582,3003,8,69640.000000,3538.000000,20.000000
8/24/2021 12:00:00 AM,28314824,1494571,23776,47434,2989,15,68700.000000,3446.000000,20.000000
8/25/2021 12:00:00 AM,28393030,1499022,23815,78206,4451,39,69509.000000,3534.000000,19.000000
8/26/2021 12:00:00 AM,28457472,1503063,23875,64442,4041,60,67932.000000,3657.000000,25.000000
8/27/2021 12:00:00 AM,28568305,1508005,23889,110833,4942,14,70801.000000,3662.000000,25.000000
8/28/2021 12:00:00 AM,28659862,1511399,23911,91557,3394,22,72522.000000,3547.000000,25.000000
8/29/2021 12:00:00 AM,28736968,1515676,23923,77106,4277,12,74309.000000,3871.000000,24.000000
8/30/2021 12:00:00 AM,28775581,1518071,23927,38613,2395,4,72599.000000,3784.000000,24.000000
8/31/2021 12:00:00 AM,28869597,1522942,23953,94016,4871,26,79253.000000,4053.000000,25.000000
9/1/2021 12:00:00 AM,28965563,1528120,23979,95966,5178,26,81790.000000,4157.000000,23.000000
9/2/2021 12:00:00 AM,29068354,1532344,24030,102791,4224,51,87269.000000,4183.000000,22.000000
9/3/2021 12:00:00 AM,29177890,1538324,24067,109536,5980,37,87084.000000,4331.000000,25.000000
9/4/2021 12:00:00 AM,29294478,1542477,24091,116588,4153,24,90659.000000,4440.000000,26.000000
9/5/2021 12:00:00 AM,29376225,1545339,24111,81747,2862,20,91322.000000,4238.000000,27.000000
9/6/2021 12:00:00 AM,29430614,1547787,24124,54389,2448,13,93576.000000,4245.000000,28.000000
9/7/2021 12:00:00 AM,29481168,1550375,24132,50554,2588,8,87367.000000,3919.000000,26.000000
9/8/2021 12:00:00 AM,29549827,1554336,24193,68659,3961,61,83466.000000,3745.000000,31.000000
9/9/2021 12:00:00 AM,29639736,1559077,24214,89909,4741,21,81626.000000,3819.000000,26.000000
9/10/2021 12:00:00 AM,29756833,1564386,24261,117097,5309,47,82706.000000,3723.000000,28.000000
9/11/2021 12:00:00 AM,29872328,1569014,24332,115495,4628,71,82550.000000,3791.000000,34.000000
9/12/2021 12:00:00 AM,29958638,1571847,24363,86310,2833,31,83202.000000,3787.000000,36.000000
9/13/2021 12:00:00 AM,30011596,1573538,24367,52958,1691,4,82997.000000,3679.000000,35.000000
9/14/2021 12:00:00 AM,30099346,1578198,24407,87750,4660,40,88311.000000,3975.000000,39.000000
9/15/2021 12:00:00 AM,30193211,1582392,24451,93865,4194,44,91912.000000,4008.000000,37.000000
9/16/2021 12:00:00 AM,30308310,1586741,24492,115099,4349,41,95511.000000,3952.000000,40.000000
9/17/2021 12:00:00 AM,30395751,1590342,24546,87441,3601,54,91274.000000,3708.000000,41.000000
9/18/2021 12:00:00 AM,30542509,1593918,24591,146758,3576,45,95740.000000,3558.000000,37.000000
9/19/2021 12:00:00 AM,30652427,1596559,24623,109918,2641,32,99113.000000,3530.000000,37.000000
9/20/2021 12:00:00 AM,30720108,1598757,24638,67681,2198,15,101216.000000,3603.000000,39.000000
9/21/2021 12:00:00 AM,30793840,1601759,24660,73732,3002,22,99213.000000,3366.000000,36.000000
9/22/2021 12:00:00 AM,30912653,1605320,24699,118813,3561,39,102777.000000,3275.000000,35.000000
9/23/2021 12:00:00 AM,31042524,1608825,24743,129871,3505,44,104888.000000,3155.000000,36.000000
9/24/2021 12:00:00 AM,31192769,1612129,24783,150245,3304,40,113860.000000,3112.000000,34.000000
9/25/2021 12:00:00 AM,31327037,1614629,24835,134268,2500,52,112075.000000,2959.000000,35.000000
9/26/2021 12:00:00 AM,31411309,1616771,24855,84272,2142,20,108412.000000,2887.000000,33.000000
9/27/2021 12:00:00 AM,31510243,1618800,24859,98934,2029,4,112876.000000,2863.000000,32.000000
9/28/2021 12:00:00 AM,31583839,1621175,24892,73596,2375,33,112857.000000,2774.000000,33.000000
9/29/2021 12:00:00 AM,31697698,1624164,24934,113859,2989,42,112149.000000,2692.000000,34.000000
9/30/2021 12:00:00 AM,31878109,1627508,24976,180411,3344,42,119369.000000,2669.000000,33.000000
10/1/2021 12:00:00 AM,32034910,1630864,25017,156801,3356,41,120306.000000,2676.000000,33.000000
10/2/2021 12:00:00 AM,32184704,1634130,25050,149794,3266,33,122524.000000,2786.000000,31.000000
10/3/2021 12:00:00 AM,32303183,1636181,25064,118479,2051,14,127411.000000,2773.000000,30.000000
10/4/2021 12:00:00 AM,32397149,1638003,25075,93966,1822,11,126701.000000,2743.000000,31.000000
10/5/2021 12:00:00 AM,32504754,1641061,25099,107605,3058,24,131559.000000,2841.000000,30.000000
10/6/2021 12:00:00 AM,32629332,1643993,25153,124578,2932,54,133091.000000,2833.000000,31.000000
10/7/2021 12:00:00 AM,32793074,1647364,25189,163742,3371,36,130709.000000,2837.000000,30.000000
10/8/2021 12:00:00 AM,32938108,1650108,25224,145034,2744,35,129028.000000,2749.000000,30.000000
10/9/2021 12:00:00 AM,33052676,1651542,25255,114568,1434,31,123996.000000,2487.000000,29.000000
10/10/2021 12:00:00 AM,33180300,1654260,25271,127624,2718,16,125302.000000,2583.000000,30.000000
10/11/2021 12:00:00 AM,33241133,1656043,25276,60833,1783,5,120569.000000,2577.000000,29.000000
10/12/2021 12:00:00 AM,33337826,1657970,25288,96693,1927,12,119010.000000,2416.000000,27.000000
10/13/2021 12:00:00 AM,33443341,1660883,25326,105515,2913,38,116287.000000,2413.000000,25.000000
10/14/2021 12:00:00 AM,33570829,1663364,25377,127488,2481,51,111108.000000,2286.000000,27.000000
10/15/2021 12:00:00 AM,33718807,1665777,25407,147978,2413,30,111528.000000,2238.000000,26.000000
10/16/2021 12:00:00 AM,33847714,1668397,25443,128907,2620,36,113577.000000,2408.000000,27.000000
10/17/2021 12:00:00 AM,33953104,1669948,25462,105390,1551,19,110401.000000,2241.000000,27.000000
10/18/2021 12:00:00 AM,34016737,1671275,25470,63633,1327,8,110801.000000,2176.000000,28.000000
10/19/2021 12:00:00 AM,34093934,1673346,25491,77197,2071,21,108015.000000,2197.000000,29.000000
10/20/2021 12:00:00 AM,34208215,1675793,25527,114281,2447,36,109268.000000,2130.000000,29.000000
10/21/2021 12:00:00 AM,34343988,1677939,25563,135773,2146,36,110451.000000,2082.000000,27.000000
10/22/2021 12:00:00 AM,34492598,1680908,25590,148610,2969,27,110542.000000,2162.000000,26.000000
10/23/2021 12:00:00 AM,34629184,1682984,25627,136586,2076,37,111639.000000,2084.000000,26.000000
10/24/2021 12:00:00 AM,34735008,1684483,25640,105824,1499,13,111701.000000,2076.000000,25.000000
10/25/2021 12:00:00 AM,34806411,1686048,25648,71403,1565,8,112811.000000,2110.000000,25.000000
10/26/2021 12:00:00 AM,34891925,1688261,25681,85514,2213,33,113999.000000,2131.000000,27.000000
10/27/2021 12:00:00 AM,34999894,1690274,25706,107969,2013,25,113097.000000,2069.000000,26.000000
10/28/2021 12:00:00 AM,35138061,1692875,25749,138167,2601,43,113439.000000,2134.000000,27.000000
10/29/2021 12:00:00 AM,35288616,1695524,25771,150555,2649,22,113717.000000,2088.000000,26.000000
10/30/2021 12:00:00 AM,35432869,1698278,25806,144253,2754,35,114812.000000,2185.000000,26.000000
10/31/2021 12:00:00 AM,35540785,1700064,25819,107916,1786,13,115111.000000,2226.000000,26.000000
11/1/2021 12:00:00 AM,35600267,1701649,25833,59482,1585,14,113408.000000,2229.000000,26.000000
11/2/2021 12:00:00 AM,35681902,1704031,25857,81635,2382,24,112854.000000,2253.000000,25.000000
11/3/2021 12:00:00 AM,35785125,1705777,25897,103223,1746,40,112176.000000,2215.000000,27.000000
11/4/2021 12:00:00 AM,35935515,1710044,25925,150390,4267,28,113922.000000,2453.000000,25.000000
11/5/2021 12:00:00 AM,36109599,1712986,25948,174084,2942,23,117283.000000,2495.000000,25.000000
11/6/2021 12:00:00 AM,36263663,1715950,25965,154064,2964,17,118685.000000,2525.000000,23.000000
11/7/2021 12:00:00 AM,36388536,1718285,25978,124873,2335,13,121107.000000,2603.000000,23.000000
11/8/2021 12:00:00 AM,36457609,1720345,25986,69073,2060,8,122477.000000,2671.000000,22.000000
11/9/2021 12:00:00 AM,36526288,1722590,26008,68679,2245,22,120627.000000,2651.000000,22.000000
11/10/2021 12:00:00 AM,36675122,1727634,26028,148834,5044,20,127142.000000,3122.000000,19.000000
11/11/2021 12:00:00 AM,36843411,1731778,26056,168289,4144,28,129699.000000,3105.000000,19.000000
11/12/2021 12:00:00 AM,37016510,1735586,26077,173099,3808,21,129559.000000,3229.000000,18.000000
11/13/2021 12:00:00 AM,37164098,1738884,26093,147588,3298,16,128634.000000,3276.000000,18.000000
11/14/2021 12:00:00 AM,37267884,1742151,26104,103786,3267,11,125621.000000,3409.000000,18.000000
11/15/2021 12:00:00 AM,37337943,1744508,26117,70059,2357,13,125762.000000,3452.000000,19.000000
11/16/2021 12:00:00 AM,37414978,1747513,26137,77035,3005,20,126956.000000,3560.000000,18.000000
11/17/2021 12:00:00 AM,37537725,1752502,26160,122747,4989,23,123229.000000,3553.000000,19.000000
11/18/2021 12:00:00 AM,37719347,1758146,26190,181622,5644,30,125134.000000,3767.000000,19.000000
11/19/2021 12:00:00 AM,37895788,1763866,26227,176441,5720,37,125611.000000,4040.000000,21.000000
11/20/2021 12:00:00 AM,38054673,1768485,26256,158885,4619,29,127225.000000,4229.000000,23.000000
11/21/2021 12:00:00 AM,38183646,1770548,26268,128973,2063,12,130823.000000,4057.000000,23.000000
11/22/2021 12:00:00 AM,38278601,1775253,26277,94955,4705,9,134380.000000,4392.000000,23.000000
11/23/2021 12:00:00 AM,38388520,1779842,26294,109919,4589,17,139077.000000,4618.000000,22.000000
11/24/2021 12:00:00 AM,38528321,1784900,26313,139801,5058,19,141514.000000,4628.000000,22.000000
11/25/2021 12:00:00 AM,38662800,1790330,26343,134479,5430,30,134779.000000,4598.000000,22.000000
11/26/2021 12:00:00 AM,38747169,1792517,26353,84369,2187,10,121626.000000,4093.000000,18.000000
11/27/2021 12:00:00 AM,38823113,1796474,26372,75944,3957,19,109777.000000,3998.000000,17.000000
11/28/2021 12:00:00 AM,38928447,1799571,26383,105334,3097,11,106400.000000,4146.000000,16.000000
11/29/2021 12:00:00 AM,38990369,1804161,26391,61922,4590,8,101681.000000,4130.000000,16.000000
11/30/2021 12:00:00 AM,39115497,1809875,26414,125128,5714,23,103854.000000,4290.000000,17.000000
12/1/2021 12:00:00 AM,39229345,1815994,26459,113848,6119,45,100146.000000,4442.000000,21.000000
12/2/2021 12:00:00 AM,39461221,1827518,26499,231876,11524,40,114060.000000,5313.000000,22.000000
12/3/2021 12:00:00 AM,39650009,1835076,26535,188788,7558,36,128977.000000,6080.000000,26.000000
