year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2020,4,8,wv,US,211713,96644,126833,80834
2020,4,8,wy,US,64407,27407,33909,21169
2020,4,8,yt,CA,533,415,533,415
2020,4,9,ALL,"",39509995,17157844,22404355,14823499
2020,4,9,ALL_CA,CA,637570,458280,637570,458280
2020,4,9,ALL_US,US,38872425,16699804,21766785,14365219
2020,4,9,ab,CA,83436,60182,83436,60182
2020,4,9,ak,US,50653,23826,27750,19955
2020,4,9,al,US,1044838,392607,573565,344445
2020,4,9,ar,US,578283,214867,307994,182718
2020,4,9,as,US,51,22,39,21
2020,4,9,az,US,798371,323735,404936,273700
2020,4,9,bc,CA,77412,55943,77412,55943
2020,4,9,ca,US,2987561,1393606,1607746,1181174
2020,4,9,co,US,572343,255618,311720,213373
2020,4,9,ct,US,294573,146531,177710,124139
2020,4,9,dc,US,26555,14686,0,0
2020,4,9,de,US,103175,47740,58864,39371
2020,4,9,fl,US,2918274,1209738,1581874,1033667
2020,4,9,ga,US,1688719,666218,925658,577037
2020,4,9,gu,US,721,452,562,421
2020,4,9,hi,US,140744,55174,66300,47317
2020,4,9,ia,US,476575,202075,271975,171122
2020,4,9,id,US,189678,78487,102964,65469
2020,4,9,il,US,1501036,684336,852598,574806
2020,4,9,in,US,878786,382189,508521,324705
2020,4,9,ks,US,449218,188989,256302,160492
2020,4,9,ky,US,635485,259700,355266,218499
2020,4,9,la,US,763021,298811,421046,258218
2020,4,9,ma,US,479262,252233,287643,206924
2020,4,9,mb,CA,27668,18849,27668,18849
2020,4,9,md,US,585182,281440,336466,234059
2020,4,9,me,US,100629,49017,63319,42493
2020,4,9,mi,US,1020554,507254,648868,446278
2020,4,9,mn,US,592459,283344,346884,238213
2020,4,9,mo,US,949784,392005,528340,334148
2020,4,9,mp,US,172,137,172,137
2020,4,9,ms,US,553226,213864,307726,184152
2020,4,9,mt,US,98797,40650,53459,33579
2020,4,9,nb,CA,9369,6256,9369,6256
2020,4,9,nc,US,1488527,582377,827704,506463
2020,4,9,nd,US,94801,41528,53066,33974
2020,4,9,ne,US,307677,126259,169536,105661
2020,4,9,nh,US,120891,60759,73709,50983
2020,4,9,nj,US,865088,442424,534409,379492
2020,4,9,nl,CA,6413,4188,6413,4188
2020,4,9,nm,US,183038,81206,98785,65067
2020,4,9,ns,CA,11985,8219,11985,8219
2020,4,9,nt,CA,478,342,478,342
2020,4,9,nu,CA,184,119,184,119
2020,4,9,nv,US,312445,135607,161509,114019
2020,4,9,ny,US,1543510,805956,910405,661324
2020,4,9,oh,US,1503061,670830,872365,572650
2020,4,9,ok,US,722619,275408,391164,237165
2020,4,9,on,CA,260082,186917,260082,186917
2020,4,9,or,US,412169,174073,211068,142737
2020,4,9,pa,US,1244301,604565,742907,509316
2020,4,9,pe,CA,1928,1226,1928,1226
2020,4,9,pr,US,166938,108212,140692,103595
2020,4,9,qc,CA,136321,100375,136321,100375
2020,4,9,ri,US,83784,42676,49768,34666
2020,4,9,sc,US,809759,316605,454234,273159
2020,4,9,sd,US,107114,45424,60055,37841
2020,4,9,sk,CA,21845,15305,21845,15305
2020,4,9,tn,US,1095636,429576,596758,366127
2020,4,9,tx,US,4388780,1811461,2374214,1541624
2020,4,9,ut,US,350943,143852,186437,121003
2020,4,9,va,US,966108,415969,539578,351946
2020,4,9,vi,US,99,75,0,0
2020,4,9,vt,US,37670,19585,24216,16618
2020,4,9,wa,US,685670,305325,377647,260837
2020,4,9,wi,US,629133,292255,373940,249025
2020,4,9,wv,US,210452,93668,123062,78542
2020,4,9,wy,US,63487,26812,33290,20753
2020,4,9,yt,CA,449,359,449,359
2020,4,10,ALL,"",40897990,16782608,22376126,14466297
2020,4,10,ALL_CA,CA,583021,443202,583021,443202
2020,4,10,ALL_US,US,40314969,16339612,21793105,14023095
2020,4,10,ab,CA,76616,57820,76616,57820
2020,4,10,ak,US,52548,23213,27870,19504
2020,4,10,al,US,1110061,389440,580712,339045
2020,4,10,ar,US,609237,214897,310675,180693
2020,4,10,as,US,26,16,21,15
2020,4,10,az,US,827180,318377,408134,268882
2020,4,10,bc,CA,74894,54301,74894,54301
2020,4,10,ca,US,3173959,1372101,1645849,1161928
2020,4,10,co,US,606517,253609,317545,210120
2020,4,10,ct,US,318846,143343,184089,120960
2020,4,10,dc,US,26956,14935,0,0
2020,4,10,de,US,103708,45467,57067,37562
2020,4,10,fl,US,3002666,1193310,1585761,1017782
2020,4,10,ga,US,1793360,660375,934134,566186
2020,4,10,gu,US,737,476,571,434
2020,4,10,hi,US,141053,54683,66972,46763
2020,4,10,ia,US,521203,201911,283708,169603
2020,4,10,id,US,199121,77897,104862,64713
2020,4,10,il,US,1585760,673248,871817,565216
2020,4,10,in,US,919625,377947,511766,320140
2020,4,10,ks,US,466716,187534,258615,159107
2020,4,10,ky,US,654478,253500,353743,213271
2020,4,10,la,US,736241,285721,408524,246845
2020,4,10,ma,US,523198,247463,297182,200955
2020,4,10,mb,CA,24309,18186,24309,18186
2020,4,10,md,US,596631,270569,326624,224064
2020,4,10,me,US,103793,45376,61260,39135
2020,4,10,mi,US,1039790,496091,645523,436646
2020,4,10,mn,US,642613,281256,361954,235677
2020,4,10,mo,US,1009991,390058,536427,329182
2020,4,10,mp,US,176,141,176,141
2020,4,10,ms,US,579631,211196,309751,180555
2020,4,10,mt,US,101974,40934,54037,33726
2020,4,10,nb,CA,7715,6057,7715,6057
2020,4,10,nc,US,1501914,567654,818394,492754
2020,4,10,nd,US,99427,40974,54497,33384
2020,4,10,ne,US,328086,126275,172922,104441
2020,4,10,nh,US,135634,60623,77210,49979
2020,4,10,nj,US,879706,429453,527832,368200
2020,4,10,nl,CA,5137,3931,5137,3931
2020,4,10,nm,US,185493,79784,97675,63681
2020,4,10,ns,CA,9871,7773,9871,7773
2020,4,10,nt,CA,429,320,429,320
2020,4,10,nu,CA,184,128,184,128
2020,4,10,nv,US,327843,134374,163440,112190
2020,4,10,ny,US,1581558,784821,905780,642412
2020,4,10,oh,US,1552545,654565,866577,557775
2020,4,10,ok,US,759791,273166,395137,234318
2020,4,10,on,CA,228350,181156,228350,181156
2020,4,10,or,US,427597,171594,212389,140358
2020,4,10,pa,US,1253079,577852,721548,486361
2020,4,10,pe,CA,1610,1219,1610,1219
2020,4,10,pr,US,122116,95090,114937,92910
2020,4,10,qc,CA,133671,97745,133671,97745
2020,4,10,ri,US,92539,41691,51600,33660
2020,4,10,sc,US,847184,312474,456586,267805
2020,4,10,sd,US,115053,44988,62463,37489
2020,4,10,sk,CA,19768,14211,19768,14211
2020,4,10,tn,US,1123628,423838,596154,359950
2020,4,10,tx,US,4485335,1745929,2336978,1484322
2020,4,10,ut,US,365806,140613,186689,117373
2020,4,10,va,US,979973,402378,524639,339063
2020,4,10,vi,US,56,43,0,0
2020,4,10,vt,US,39013,19233,24237,16195
2020,4,10,wa,US,711901,303173,380620,258244
2020,4,10,wi,US,674401,288948,385486,244554
2020,4,10,wv,US,210258,90505,119165,75733
2020,4,10,wy,US,67238,27438,34781,21094
2020,4,10,yt,CA,467,355,467,355
2020,4,11,ALL,"",39325250,16697470,22614959,14492309
2020,4,11,ALL_CA,CA,606035,435274,606035,435274
2020,4,11,ALL_US,US,38719215,16262332,22008924,14057035
2020,4,11,ab,CA,76312,56962,76312,56962
2020,4,11,ak,US,47931,22495,27229,19004
2020,4,11,al,US,1024757,386050,577458,339258
2020,4,11,ar,US,544474,214203,309477,183107
2020,4,11,as,US,32,21,26,18
2020,4,11,az,US,780541,312970,404013,265106
2020,4,11,bc,CA,74770,53616,74770,53616
2020,4,11,ca,US,3099752,1353158,1668966,1149932
2020,4,11,co,US,590820,252159,323828,210894
2020,4,11,ct,US,320663,142147,188619,120646
2020,4,11,dc,US,21285,12078,0,0
2020,4,11,de,US,104569,45299,58634,37731
2020,4,11,fl,US,2870799,1175048,1574561,1010896
2020,4,11,ga,US,1698102,651845,933930,566576
2020,4,11,gu,US,624,422,513,388
2020,4,11,hi,US,130447,53394,66572,46027
2020,4,11,ia,US,480129,200557,279982,170109
2020,4,11,id,US,178391,75882,100732,63823
2020,4,11,il,US,1544923,677213,890942,573306
2020,4,11,in,US,895520,379493,523964,325299
2020,4,11,ks,US,458141,191282,270421,164619
2020,4,11,ky,US,612938,248113,353460,212551
2020,4,11,la,US,716646,288024,413018,250573
2020,4,11,ma,US,524344,242339,305936,199435
2020,4,11,mb,CA,26476,18090,26476,18090
2020,4,11,md,US,598428,267165,335288,223415
2020,4,11,me,US,108459,45848,64415,39335
2020,4,11,mi,US,1032343,499821,672246,443701
2020,4,11,mn,US,634214,282400,375279,239072
2020,4,11,mo,US,932909,386525,532129,331560
2020,4,11,mp,US,163,133,163,133
2020,4,11,ms,US,530893,209641,307918,181975
2020,4,11,mt,US,80764,38983,48197,32619
2020,4,11,nb,CA,8715,6005,8715,6005
2020,4,11,nc,US,1438511,562706,818571,492283
2020,4,11,nd,US,84113,38658,49649,32336
2020,4,11,ne,US,315693,127105,179708,106659
2020,4,11,nh,US,141246,60624,79642,49486
2020,4,11,nj,US,893958,427462,547415,367941
2020,4,11,nl,CA,5862,3907,5862,3907
2020,4,11,nm,US,170691,77925,95993,62891
2020,4,11,ns,CA,10823,7500,10823,7500
2020,4,11,nt,CA,443,329,443,329
2020,4,11,nu,CA,175,119,175,119
2020,4,11,nv,US,313299,131642,164974,110927
2020,4,11,ny,US,1615836,788021,940773,645028
2020,4,11,oh,US,1545154,651529,891857,560565
2020,4,11,ok,US,690595,278691,394024,241213
2020,4,11,on,CA,249824,178300,249824,178300
2020,4,11,or,US,390941,164846,206919,136906
2020,4,11,pa,US,1272759,573559,748019,487137
2020,4,11,pe,CA,1857,1190,1857,1190
2020,4,11,pr,US,133153,99399,124589,96894
2020,4,11,qc,CA,130452,94729,130452,94729
2020,4,11,ri,US,91636,40879,52177,33242
2020,4,11,sc,US,799442,307923,452847,266643
2020,4,11,sd,US,100484,44707,61426,37964
2020,4,11,sk,CA,19886,14183,19886,14183
2020,4,11,tn,US,1071582,422713,605398,364564
2020,4,11,tx,US,4178760,1739024,2327330,1500171
2020,4,11,ut,US,347944,137608,186881,115656
2020,4,11,va,US,956271,395280,533275,337545
2020,4,11,vi,US,68,50,0,0
2020,4,11,vt,US,38346,18743,24678,15881
2020,4,11,wa,US,655008,294251,369289,252615
2020,4,11,wi,US,649243,287404,393275,245594
2020,4,11,wv,US,204185,88634,120976,75322
2020,4,11,wy,US,56296,26285,31323,20464
2020,4,11,yt,CA,440,344,440,344
2020,4,12,ALL,"",28796841,15766494,19859251,14040005
2020,4,12,ALL_CA,CA,551560,427410,551560,427410
2020,4,12,ALL_US,US,28245281,15339170,19307691,13612595
2020,4,12,ab,CA,71550,56027,71550,56027
2020,4,12,ak,US,35870,20605,24207,17970
2020,4,12,al,US,683012,368978,497068,335029
2020,4,12,ar,US,390757,202188,270687,179632
2020,4,12,as,US,28,21,23,17
2020,4,12,az,US,582384,288682,356666,252089
2020,4,12,bc,CA,70780,52431,70780,52431
2020,4,12,ca,US,2342296,1265339,1477329,1103419
2020,4,12,co,US,384698,229747,257629,197579
2020,4,12,ct,US,242192,134319,169617,117609
2020,4,12,dc,US,16846,10124,0,0
2020,4,12,de,US,76138,42487,52739,37022
2020,4,12,fl,US,2041587,1095202,1372495,970758
2020,4,12,ga,US,1165149,629488,814842,566037
2020,4,12,gu,US,581,411,480,378
2020,4,12,hi,US,101252,49877,60276,43753
2020,4,12,ia,US,328573,186838,234666,164789
2020,4,12,id,US,127889,69049,86515,60094
2020,4,12,il,US,1149723,628272,779007,547977
2020,4,12,in,US,643640,349617,453122,310255
2020,4,12,ks,US,298626,171393,213559,152906
2020,4,12,ky,US,441472,233221,308680,207235
2020,4,12,la,US,506449,273173,358210,244179
2020,4,12,ma,US,401600,228163,275777,194167
2020,4,12,mb,CA,23028,17714,23028,17714
2020,4,12,md,US,458983,257325,308777,222006
2020,4,12,me,US,76417,43512,57626,38942
2020,4,12,mi,US,774243,470415,584776,425307
2020,4,12,mn,US,388480,251880,288683,221952
2020,4,12,mo,US,665638,359927,463495,320002
2020,4,12,mp,US,184,137,184,137
2020,4,12,ms,US,351260,197349,259682,178749
2020,4,12,mt,US,63307,35696,43738,30784
2020,4,12,nb,CA,7789,5771,7789,5771
2020,4,12,nc,US,1055583,545301,736857,492216
2020,4,12,nd,US,60623,35948,43713,31369
2020,4,12,ne,US,192364,114074,136922,99960
2020,4,12,nh,US,96570,54658,70029,48052
2020,4,12,nj,US,697351,412329,501811,364070
2020,4,12,nl,CA,5391,3801,5391,3801
2020,4,12,nm,US,133003,72036,85954,59921
2020,4,12,ns,CA,9718,7358,9718,7358
2020,4,12,nt,CA,449,340,449,340
2020,4,12,nu,CA,164,118,164,118
2020,4,12,nv,US,239582,124626,147657,107692
2020,4,12,ny,US,1297872,752959,865884,631305
2020,4,12,oh,US,1104843,609044,784010,542383
2020,4,12,ok,US,497010,254175,335592,226320
2020,4,12,on,CA,221866,175142,221866,175142
2020,4,12,or,US,307167,154176,187845,131600
2020,4,12,pa,US,956712,552709,679237,481520
2020,4,12,pe,CA,1642,1154,1642,1154
2020,4,12,pr,US,125142,96384,117856,94185
2020,4,12,qc,CA,120701,93323,120701,93323
2020,4,12,ri,US,69558,38324,47076,32555
2020,4,12,sc,US,555433,293703,396524,264542
2020,4,12,sd,US,65941,39988,48715,35423
2020,4,12,sk,CA,18022,13863,18022,13863
2020,4,12,tn,US,714409,402427,514334,361310
2020,4,12,tx,US,3169048,1615576,2058609,1429165
2020,4,12,ut,US,228425,127748,155327,111931
2020,4,12,va,US,736910,384047,495654,338217
2020,4,12,vi,US,39,31,0,0
2020,4,12,vt,US,30102,17509,22520,15396
2020,4,12,wa,US,520531,275663,336975,242379
2020,4,12,wi,US,457487,267916,330304,237132
2020,4,12,wv,US,154837,83595,111645,74176
2020,4,12,wy,US,39465,22981,26086,19003
2020,4,12,yt,CA,460,368,460,368
2020,4,13,ALL,"",34746936,15178017,20073341,13373517
2020,4,13,ALL_CA,CA,586028,437327,586028,437327
2020,4,13,ALL_US,US,34160908,14740833,19487313,12936190
2020,4,13,ab,CA,78506,57668,78506,57668
2020,4,13,ak,US,45691,21105,25076,18096
2020,4,13,al,US,957139,351242,529745,312009
2020,4,13,ar,US,515138,189461,277137,163497
2020,4,13,as,US,33,18,23,14
2020,4,13,az,US,702400,284604,365074,247412
2020,4,13,bc,CA,73767,54181,73767,54181
2020,4,13,ca,US,2880561,1260722,1538713,1093514
2020,4,13,co,US,461476,225007,266186,192373
2020,4,13,ct,US,241371,131451,153725,112866
2020,4,13,dc,US,22628,12830,0,0
2020,4,13,de,US,83174,41849,50468,35349
2020,4,13,fl,US,2563070,1043932,1411336,916169
2020,4,13,ga,US,1529789,600703,849989,527224
2020,4,13,gu,US,702,442,520,402
2020,4,13,hi,US,127101,49935,60741,43568
2020,4,13,ia,US,427838,180433,247542,155043
2020,4,13,id,US,166499,68540,91566,58534
2020,4,13,il,US,1305958,600089,762314,516646
2020,4,13,in,US,754159,329979,444794,287397
2020,4,13,ks,US,392093,168258,228246,145486
2020,4,13,ky,US,536200,224211,307800,193544
2020,4,13,la,US,668115,257836,372134,226415
2020,4,13,ma,US,408455,223856,253574,187366
2020,4,13,mb,CA,25906,18086,25906,18086
2020,4,13,md,US,507169,255935,302995,215568
2020,4,13,me,US,90979,43117,56733,37994
2020,4,13,mi,US,869798,441335,566836,396365
2020,4,13,mn,US,510372,242370,306505,209558
2020,4,13,mo,US,833528,348201,471937,302023
2020,4,13,mp,US,179,130,179,130
2020,4,13,ms,US,502302,189987,279370,165650
2020,4,13,mt,US,83909,35429,46585,29888
2020,4,13,nb,CA,8331,5970,8331,5970
2020,4,13,nc,US,1260608,516895,733270,456953
2020,4,13,nd,US,81251,36757,47814,30902
2020,4,13,ne,US,267982,111049,151796,95011
2020,4,13,nh,US,105154,53358,65696,45900
2020,4,13,nj,US,716044,404528,470461,353274
2020,4,13,nl,CA,6101,3920,6101,3920
2020,4,13,nm,US,151520,68783,86264,57322
2020,4,13,ns,CA,10467,7578,10467,7578
2020,4,13,nt,CA,520,373,520,373
2020,4,13,nu,CA,178,128,178,128
2020,4,13,nv,US,292627,122698,152034,105390
2020,4,13,ny,US,1334280,736553,816650,612116
2020,4,13,oh,US,1254598,570194,750659,500568
2020,4,13,ok,US,626819,245429,348010,216422
2020,4,13,on,CA,237458,178491,237458,178491
2020,4,13,or,US,368419,153394,190717,129064
2020,4,13,pa,US,1043063,535190,649151,458887
2020,4,13,pe,CA,1674,1141,1674,1141
2020,4,13,pr,US,153984,94584,127080,89867
2020,4,13,qc,CA,122754,95090,122754,95090
2020,4,13,ri,US,68620,37412,42774,31183
2020,4,13,sc,US,724294,283156,412829,247503
2020,4,13,sd,US,91462,40002,53895,34232
2020,4,13,sk,CA,19933,14357,19933,14357
2020,4,13,tn,US,960874,377906,529418,327680
2020,4,13,tx,US,3897849,1552591,2103607,1356582
2020,4,13,ut,US,313361,129514,170210,111497
2020,4,13,va,US,829558,374723,482607,322668
2020,4,13,vi,US,85,61,0,0
2020,4,13,vt,US,33992,17725,22125,15170
2020,4,13,wa,US,621269,273359,344958,238431
2020,4,13,wi,US,541719,252429,329477,220547
2020,4,13,wv,US,181397,82320,109132,70297
2020,4,13,wy,US,52253,22934,28836,18624
2020,4,13,yt,CA,433,344,433,344
2020,4,14,ALL,"",37077933,15647680,20760309,13539270
2020,4,14,ALL_CA,CA,607690,437623,607690,437623
2020,4,14,ALL_US,US,36470243,15210263,20152619,13101647
2020,4,14,ab,CA,78062,56990,78062,56990
2020,4,14,ak,US,48726,21804,25894,18281
2020,4,14,al,US,984898,358895,532444,315271
2020,4,14,ar,US,523822,194674,278831,166256
2020,4,14,as,US,35,21,29,20
2020,4,14,az,US,733636,289731,368363,246735
2020,4,14,bc,CA,73839,53646,73839,53646
2020,4,14,ca,US,3073956,1319584,1584116,1109962
2020,4,14,co,US,519129,234512,280836,194802
2020,4,14,ct,US,307832,138021,178367,115035
2020,4,14,dc,US,27224,15026,0,0
2020,4,14,de,US,96686,42529,54593,35375
2020,4,14,fl,US,2641607,1073232,1434565,930529
2020,4,14,ga,US,1619973,617027,866453,531857
2020,4,14,gu,US,709,449,532,411
2020,4,14,hi,US,130168,51446,61445,44096
2020,4,14,ia,US,444988,188499,252417,157740
2020,4,14,id,US,170500,71012,92346,59328
2020,4,14,il,US,1365860,623170,780233,525798
2020,4,14,in,US,803819,349470,459066,291861
2020,4,14,ks,US,409128,172456,234076,147296
2020,4,14,ky,US,564296,232797,316262,196769
2020,4,14,la,US,687695,264610,377162,229765
2020,4,14,ma,US,500413,236885,288897,191393
2020,4,14,mb,CA,26267,17976,26267,17976
2020,4,14,md,US,558882,260860,316957,215940
2020,4,14,me,US,103307,44076,62289,38389
2020,4,14,mi,US,924246,453789,586918,400791
2020,4,14,mn,US,533564,254578,311961,212700
2020,4,14,mo,US,876999,360088,484826,306317
2020,4,14,mp,US,181,139,181,139
2020,4,14,ms,US,516797,193728,283056,168035
2020,4,14,mt,US,87013,36725,47425,30398
2020,4,14,nb,CA,8993,6006,8993,6006
2020,4,14,nc,US,1374650,524696,760064,457289
2020,4,14,nd,US,86015,37695,49367,31390
2020,4,14,ne,US,283121,116880,156311,97371
2020,4,14,nh,US,123251,55697,73140,46521
2020,4,14,nj,US,869047,417819,527886,357957
2020,4,14,nl,CA,5792,3963,5792,3963
2020,4,14,nm,US,164502,71190,88134,57232
2020,4,14,ns,CA,11232,7711,11232,7711
2020,4,14,nt,CA,499,353,499,353
2020,4,14,nu,CA,168,126,168,126
2020,4,14,nv,US,303385,127212,154307,106650
2020,4,14,ny,US,1598270,772616,906525,623137
2020,4,14,oh,US,1356372,593267,785542,509723
2020,4,14,ok,US,638464,250215,349226,216821
2020,4,14,on,CA,247386,180175,247386,180175
2020,4,14,or,US,384365,159712,194642,131080
2020,4,14,pa,US,1171551,550117,693890,463373
2020,4,14,pe,CA,1793,1189,1793,1189
2020,4,14,pr,US,153580,97956,127342,93356
2020,4,14,qc,CA,132557,94893,132557,94893
2020,4,14,ri,US,86774,39238,49286,31782
2020,4,14,sc,US,775797,285522,421484,247205
2020,4,14,sd,US,96972,40712,55308,34391
2020,4,14,sk,CA,20636,14246,20636,14246
2020,4,14,tn,US,1000079,390213,540974,333252
2020,4,14,tx,US,3995095,1589464,2116219,1365935
2020,4,14,ut,US,342759,140418,180627,117948
2020,4,14,va,US,909560,383928,505734,325395
2020,4,14,vi,US,111,76,0,0
2020,4,14,vt,US,37436,18133,23614,15216
2020,4,14,wa,US,644869,283695,350276,241611
2020,4,14,wi,US,570111,262472,339902,225278
2020,4,14,wv,US,192270,84586,112196,71123
2020,4,14,wy,US,55748,24437,30083,19322
2020,4,14,yt,CA,466,349,466,349
2020,4,15,ALL,"",38178628,15424091,20805907,13418300
2020,4,15,ALL_CA,CA,598863,429706,598863,429706
2020,4,15,ALL_US,US,37579765,14994594,20207044,12988594
2020,4,15,ab,CA,76839,56122,76839,56122
2020,4,15,ak,US,48603,21238,24964,17821
2020,4,15,al,US,1039506,357683,537457,313264
2020,4,15,ar,US,566555,194282,285207,165069
2020,4,15,as,US,38,26,31,22
2020,4,15,az,US,762242,285951,371286,244856
2020,4,15,bc,CA,73709,52842,73709,52842
2020,4,15,ca,US,3124971,1293995,1582275,1098721
2020,4,15,co,US,550090,236154,290528,197051
2020,4,15,ct,US,304061,134756,175081,113725
2020,4,15,dc,US,26675,14262,0,0
2020,4,15,de,US,96583,41636,53326,34561
2020,4,15,fl,US,2716566,1069944,1444951,927898
2020,4,15,ga,US,1667754,607466,865575,526445
2020,4,15,gu,US,659,430,498,393
2020,4,15,hi,US,135582,50307,61939,43280
2020,4,15,ia,US,460913,186519,255858,157839
2020,4,15,id,US,175780,70364,92505,59167
2020,4,15,il,US,1385703,614286,778584,522795
2020,4,15,in,US,820806,346393,457171,290297
2020,4,15,ks,US,437021,173499,241955,147804
2020,4,15,ky,US,600036,230391,323561,195322
2020,4,15,la,US,726093,262479,382013,227268
2020,4,15,ma,US,485903,229706,279592,188495
2020,4,15,mb,CA,26296,17732,26296,17732
2020,4,15,md,US,560475,252160,310603,210546
2020,4,15,me,US,103199,43522,61261,38016
2020,4,15,mi,US,940421,444833,583189,396095
2020,4,15,mn,US,553316,248923,315967,210440
2020,4,15,mo,US,931691,356894,493475,304337
2020,4,15,mp,US,176,132,176,132
2020,4,15,ms,US,548582,193174,286472,166575
2020,4,15,mt,US,88704,36137,47004,29939
2020,4,15,nb,CA,8752,5869,8752,5869
2020,4,15,nc,US,1388430,516095,745742,450904
2020,4,15,nd,US,90342,37278,49479,30831
2020,4,15,ne,US,303567,119568,163821,100020
2020,4,15,nh,US,124019,54529,72301,45883
2020,4,15,nj,US,859208,409029,516952,352253
2020,4,15,nl,CA,5908,3843,5908,3843
2020,4,15,nm,US,172772,70371,89177,56814
2020,4,15,ns,CA,10734,7550,10734,7550
2020,4,15,nt,CA,501,346,501,346
2020,4,15,nu,CA,204,144,204,144
2020,4,15,nv,US,318004,125349,156278,105809
2020,4,15,ny,US,1573289,755047,885907,614640
2020,4,15,oh,US,1396000,585251,789735,506499
2020,4,15,ok,US,708122,248464,363364,214904
2020,4,15,on,CA,242070,176380,242070,176380
2020,4,15,or,US,392266,157852,193026,130176
2020,4,15,pa,US,1194425,536915,692444,456451
2020,4,15,pe,CA,1801,1155,1801,1155
2020,4,15,pr,US,168304,103056,138007,97739
2020,4,15,qc,CA,131188,93405,131188,93405
2020,4,15,ri,US,84422,38391,47752,31391
2020,4,15,sc,US,789354,285615,418833,246439
2020,4,15,sd,US,100312,40611,55860,34412
2020,4,15,sk,CA,20404,13981,20404,13981
2020,4,15,tn,US,1063339,386391,549883,329760
2020,4,15,tx,US,4197747,1567243,2147239,1355204
2020,4,15,ut,US,336974,135750,175843,114425
2020,4,15,va,US,912166,375129,493625,318724
2020,4,15,vi,US,97,72,0,0
2020,4,15,vt,US,38074,17848,23593,15062
2020,4,15,wa,US,659220,278676,349496,239936
2020,4,15,wi,US,589183,257879,342392,222465
2020,4,15,wv,US,203454,83931,113578,70479
2020,4,15,wy,US,57971,24556,30213,19201
2020,4,15,yt,CA,457,337,457,337
2020,4,16,ALL,"",38006120,15350464,20660825,13307057
2020,4,16,ALL_CA,CA,597312,425355,597312,425355
2020,4,16,ALL_US,US,37408808,14925323,20063513,12881702
2020,4,16,ab,CA,78702,55788,78702,55788
2020,4,16,ak,US,48680,21355,25217,17912
2020,4,16,al,US,1036235,356633,533663,311108
2020,4,16,ar,US,569760,194562,286229,164609
2020,4,16,as,US,32,19,29,18
2020,4,16,az,US,756447,285466,367657,242845
2020,4,16,bc,CA,73523,52402,73523,52402
2020,4,16,ca,US,3090318,1288526,1564095,1088033
2020,4,16,co,US,473104,228432,264692,191546
2020,4,16,ct,US,296962,133014,171523,112292
2020,4,16,dc,US,25871,14122,0,0
2020,4,16,de,US,95879,41490,52776,34217
2020,4,16,fl,US,2685947,1060525,1422658,916803
2020,4,16,ga,US,1668326,603635,859074,521295
2020,4,16,gu,US,711,456,535,408
2020,4,16,hi,US,135595,50334,61429,43016
2020,4,16,ia,US,459763,187736,255991,158215
2020,4,16,id,US,178494,69731,92745,58207
2020,4,16,il,US,1436855,621936,797366,525959
2020,4,16,in,US,842868,349019,465548,291294
2020,4,16,ks,US,424256,178243,240025,151756
2020,4,16,ky,US,600584,230107,323510,194447
2020,4,16,la,US,722716,261555,379115,225645
2020,4,16,ma,US,476502,227006,273674,185478
2020,4,16,mb,CA,26179,17572,26179,17572
2020,4,16,md,US,560646,252159,309811,209744
2020,4,16,me,US,102146,43297,60858,37793
2020,4,16,mi,US,952902,444014,588100,394016
2020,4,16,mn,US,557731,245217,317571,209110
2020,4,16,mo,US,917183,357799,490704,304951
2020,4,16,mp,US,175,138,175,138
2020,4,16,ms,US,546245,193084,286284,165868
2020,4,16,mt,US,92336,36172,48009,29681
2020,4,16,nb,CA,8700,5808,8700,5808
2020,4,16,nc,US,1404897,512062,745591,445627
2020,4,16,nd,US,90496,37166,49581,30755
2020,4,16,ne,US,268174,116240,150989,97588
2020,4,16,nh,US,121081,54291,70623,45525
2020,4,16,nj,US,848182,404694,507849,347589
2020,4,16,nl,CA,5807,3836,5807,3836
2020,4,16,nm,US,170393,69898,88223,56438
2020,4,16,ns,CA,10792,7431,10792,7431
2020,4,16,nt,CA,482,345,482,345
2020,4,16,nu,CA,185,133,185,133
2020,4,16,nv,US,314899,124777,154619,104879
2020,4,16,ny,US,1545294,747468,868902,605731
2020,4,16,oh,US,1405717,580488,788244,501004
2020,4,16,ok,US,708948,250082,363706,215116
2020,4,16,on,CA,239708,174243,239708,174243
2020,4,16,or,US,396420,157043,193124,128516
2020,4,16,pa,US,1162672,530410,673224,449603
2020,4,16,pe,CA,1723,1115,1723,1115
2020,4,16,pr,US,153139,96521,125526,91464
2020,4,16,qc,CA,130741,92359,130741,92359
2020,4,16,ri,US,83789,37933,47129,30758
2020,4,16,sc,US,793991,282049,415113,242490
2020,4,16,sd,US,100404,40457,55231,34069
2020,4,16,sk,CA,20328,13997,20328,13997
2020,4,16,tn,US,1062778,384489,547623,327155
2020,4,16,tx,US,4196565,1568153,2145652,1349550
2020,4,16,ut,US,346616,138220,179413,115032
2020,4,16,va,US,925721,372556,496368,315318
2020,4,16,vi,US,136,97,0,0
2020,4,16,vt,US,37343,17762,23075,14977
2020,4,16,wa,US,664386,277481,349851,237370
2020,4,16,wi,US,596096,256894,343544,220616
2020,4,16,wv,US,200655,83109,112389,69742
2020,4,16,wy,US,54747,23382,28861,18386
2020,4,16,yt,CA,442,326,442,326
